groupby_lastfm,year,song,artist,genre,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,genre_category,Alternative & Punk,Classical,Electronica,Jazz,Other,Pop,Rock,Soundtrack,Traditional,Urban,number_of_songs_by_artist,total_number_of_songs_by_artist,genre_Count_from2005,groupby_youtube,groupby_5,groupby_3,rankby_total_count,groupby_3_total_rank,groupby_5_total_rank,full_gerne_count
9,1961,Make Believe Wedding,The Castells,Rock,4,2,8148,516,160,6930,3018.0,7131,3178.0,6,0,0,0,0,0,0,1,0,0,0,29,29,1990,9,5,3,7329,3,5,75454
8,1958,Rocka-Conga,The Applejacks,Rock,442,10,3001,514,572,5985,2603.0,7270,3175.0,6,0,0,0,0,0,0,1,0,0,0,29,29,1990,9,5,3,7331,3,5,75454
6,1968,Don't Take It So Hard,Paul Revere & The Raiders Featuring Mark Lindsay,Rock,535,9,2485,104,2856,4412,313.0,8240,3169.0,6,0,0,0,0,0,0,1,0,0,0,129,129,1990,10,5,3,7332,3,5,75454
6,1966,I'll Be Home,The Platters,Rock,6,2,7978,64,2467,4558,697.0,8065,3164.0,6,0,0,0,0,0,0,1,0,0,0,171,171,1990,10,5,3,7334,3,5,75454
10,1965,Let's Hang On!,The 4 Seasons Featuring the Sound of Frankie Valli,Rock,1303,16,157,78,0,8408,3164.0,7083,3164.0,-1,0,0,0,0,0,0,0,0,0,0,151,151,1990,9,5,3,7335,3,5,75454
8,1966,Sippin' 'N Chippin',The T-Bones,Rock,120,5,5643,820,335,6423,2824.0,7192,3159.0,6,0,0,0,0,0,0,1,0,0,0,18,18,1990,9,5,3,7337,3,5,75454
6,1967,The Lady Came From Baltimore,Bobby Darin,Rock,154,5,5295,8,2227,4687,925.0,7963,3152.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,10,5,3,7339,3,5,75454
7,1966,Goodnight My Love,The Happenings,Rock,244,6,4498,228,1363,5175,1784.0,7559,3147.0,6,0,0,0,0,0,0,1,0,0,0,69,69,1990,10,5,3,7340,3,5,75454
10,1961,Riders In The Sky,Lawrence Welk His Orchestra And Chorus,Rock,38,3,6765,2134,0,8263,3144.0,7089,3144.0,-1,0,0,0,0,0,0,0,0,0,0,3,3,1990,9,5,3,7341,3,5,75454
7,1960,Revival,Johnny And The Hurricanes,Rock,4,1,8114,206,1086,5394,2037.0,7457,3123.0,-1,0,0,0,0,0,0,0,0,0,0,76,76,1990,9,5,3,7345,3,5,75454
9,1959,Sweet Sugar Lips,The Kalin Twins,Rock,4,1,8105,1263,74,7348,3048.0,7124,3122.0,-1,0,0,0,0,0,0,0,0,0,0,11,11,1990,9,5,3,7346,3,5,75454
8,1964,Rules Of Love,The Orlons,Rock,136,6,5479,183,576,5981,2545.0,7287,3121.0,6,0,0,0,0,0,0,1,0,0,0,84,84,1990,9,5,3,7348,3,5,75454
7,1970,Come To Me,Tommy James And The Shondells,Rock,351,8,3595,49,1070,5413,2042.0,7455,3112.0,6,0,0,0,0,0,0,1,0,0,0,188,188,1990,9,5,3,7350,3,5,75454
10,1959,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,Rock,741,13,1619,127,14,7892,3087.0,7108,3101.0,6,0,0,0,0,0,0,1,0,0,0,112,112,1990,9,5,3,7353,3,5,75454
8,1964,Hey-Da-Da-Dow,The Dolphins,Rock,145,7,5388,1628,294,6508,2795.0,7200,3089.0,6,0,0,0,0,0,0,1,0,0,0,7,7,1990,9,5,3,7357,3,5,75454
6,1960,Little Miss Blue,Dion,Rock,5,1,8038,59,2306,4641,782.0,8027,3088.0,6,0,0,0,0,0,0,1,0,0,0,175,180,1990,10,5,3,7358,3,5,75454
8,1961,Dooley,The Olympics,Rock,7,1,7911,163,370,6356,2716.0,7232,3086.0,6,0,0,0,0,0,0,1,0,0,0,95,95,1990,9,5,3,7359,3,5,75454
7,1963,"It's A Mad, Mad, Mad, Mad World",The Shirelles,Rock,14,2,7497,44,1082,5400,2004.0,7470,3086.0,6,0,0,0,0,0,0,1,0,0,0,198,198,1990,9,5,3,7360,3,5,75454
10,1964,She Wants T' Swim,Chubby Checker,Rock,254,7,4389,13,21,7803,3064.0,7115,3085.0,6,0,0,0,0,0,0,1,0,0,0,302,307,1990,9,5,3,7361,3,5,75454
9,1965,Lip Sync (To The Tongue Twisters),Len Barry,Rock,58,4,6387,366,155,6941,2922.0,7158,3077.0,6,0,0,0,0,0,0,1,0,0,0,41,41,1990,9,5,3,7362,3,5,75454
7,1961,The Bells Are Ringing,The Van Dykes,Rock,3,2,8220,1934,700,5821,2374.0,7349,3074.0,-1,0,0,0,0,0,0,0,0,0,0,4,4,1990,9,5,3,7363,3,5,75454
7,1962,Teen Queen Of The Week,Freddy Cannon,Rock,18,2,7345,103,1439,5118,1632.0,7622,3071.0,6,0,0,0,0,0,0,1,0,0,0,130,130,1990,10,5,3,7365,3,5,75454
9,1965,Soul Heaven,The Dixie Drifter,Rock,3,2,8178,2304,119,7091,2940.0,7153,3059.0,-1,0,0,0,0,0,0,0,0,0,0,2,2,1990,9,5,3,7369,3,5,75454
8,1964,Custom Machine,Bruce & Terry,Rock,30,3,6938,1586,591,5964,2455.0,7322,3046.0,6,0,0,0,0,0,0,1,0,0,0,8,8,1990,9,5,3,7372,3,5,75454
6,1960,Don't Throw Away All Those Teardrops,Frankie Avalon,Rock,627,10,2081,47,2448,4570,595.0,8114,3043.0,6,0,0,0,0,0,0,1,0,0,0,194,205,1990,10,5,3,7373,3,5,75454
9,1962,Fiesta,Dave Baby Cortez,Rock,8,2,7836,908,108,7148,2931.0,7155,3039.0,-1,0,0,0,0,0,0,0,0,0,0,17,17,1990,9,5,3,7374,3,5,75454
10,1970,But For Love,Jerry Naylor,Rock,100,4,5865,1945,17,7854,3017.0,7132,3034.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,9,5,3,7375,3,5,75454
8,1963,My Block,The Four Pennies,Rock,124,5,5600,1686,359,6382,2663.0,7250,3022.0,6,0,0,0,0,0,0,1,0,0,0,6,6,1990,9,5,3,7376,3,5,75454
7,1965,"Finders Keepers, Losers Weepers",Nella Dodds,Rock,8,2,7840,1798,696,5827,2313.0,7368,3009.0,-1,0,0,0,0,0,0,0,0,0,0,5,5,1990,9,5,3,7379,3,5,75454
8,1962,Mr. Songwriter,Connie Stevens,Rock,354,8,3577,275,562,6001,2444.0,7326,3006.0,6,0,0,0,0,0,0,1,0,0,0,55,55,1990,9,5,3,7380,3,5,75454
7,1967,Sound Of Love,The Five Americans,Rock,384,8,3356,315,722,5787,2279.0,7386,3001.0,6,0,0,0,0,0,0,1,0,0,0,49,49,1990,9,5,3,7384,3,5,75454
9,1964,Judy Loves Me,Johnny Crawford,Rock,17,3,7380,239,144,6977,2856.0,7180,3000.0,6,0,0,0,0,0,0,1,0,0,0,63,63,1990,9,5,3,7385,3,5,75454
8,1967,Only Love Can Break A Heart,Margaret Whiting,Rock,5,1,8033,1203,223,6719,2776.0,7208,2999.0,-1,0,0,0,0,0,0,0,0,0,0,12,12,1990,9,5,3,7386,3,5,75454
8,1959,"Teasable, Pleasable You",Buddy Knox,Rock,26,2,7045,574,320,6449,2678.0,7246,2998.0,6,0,0,0,0,0,0,1,0,0,0,40,40,1990,9,5,3,7387,3,5,75454
9,1968,Do Your Own Thing,Brook Benton,Rock,4,2,8104,5,124,7075,2872.0,7173,2996.0,6,0,0,0,0,0,0,1,0,0,0,365,370,1990,9,5,3,7388,3,5,75454
8,1966,Uptight (Everything's Alright),The Jazz Crusaders,Rock,6,1,7989,2248,315,6460,2663.0,7251,2978.0,-1,0,0,0,0,0,0,0,0,0,0,2,4,1990,9,5,3,7391,3,5,75454
7,1960,About This Thing Called Love,Fabian,Rock,408,7,3202,164,811,5693,2161.0,7418,2972.0,6,0,0,0,0,0,0,1,0,0,0,94,94,1990,9,5,3,7393,3,5,75454
6,1960,Togetherness,Frankie Avalon,Rock,723,13,1697,47,1646,4985,1323.0,7771,2969.0,6,0,0,0,0,0,0,1,0,0,0,194,205,1990,10,5,3,7394,3,5,75454
9,1963,Amy,Paul Petersen,Rock,128,4,5563,295,51,7509,2905.0,7163,2956.0,6,0,0,0,0,0,0,1,0,0,0,52,52,1990,9,5,3,7401,3,5,75454
6,1965,Good Time Music,The Beau Brummels,Rock,4,1,8111,368,2244,4675,702.0,8061,2946.0,-1,0,0,0,0,0,0,0,0,0,0,40,40,1990,10,5,3,7402,3,5,75454
8,1960,Patsy,Jack Scott,Rock,108,4,5759,93,540,6037,2400.0,7343,2940.0,6,0,0,0,0,0,0,1,0,0,0,138,138,1990,9,5,3,7405,3,5,75454
8,1963,Don't Mention My Name,The Shepherd Sisters,Rock,14,2,7530,2281,498,6102,2429.0,7330,2927.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,9,5,3,7407,3,5,75454
9,1966,There's Got To Be A Word!,The Innocence,Rock,388,8,3334,1281,106,7162,2820.0,7193,2926.0,6,0,0,0,0,0,0,1,0,0,0,11,11,1990,9,5,3,7408,3,5,75454
7,1970,We Can Make Music,Tommy Roe,Rock,255,6,4379,67,1140,5359,1783.0,7560,2923.0,6,0,0,0,0,0,0,1,0,0,0,167,186,1990,10,5,3,7410,3,5,75454
6,1968,Little Green Apples,Patti Page,Rock,8,2,7812,76,2036,4780,879.0,7984,2915.0,-1,0,0,0,0,0,0,0,0,0,0,153,153,1990,10,5,3,7412,3,5,75454
10,1967,Wild Thing,Senator Bobby Featuring Bill Minkin,Rock,432,7,3063,1675,0,8319,2915.0,7162,2915.0,-1,0,0,0,0,0,0,0,0,0,0,7,7,1990,9,5,3,7413,3,5,75454
10,1960,Lady Luck,Lloyd Price and His Orchestra,Rock,861,13,1182,174,0,8276,2899.0,7164,2899.0,-1,0,0,0,0,0,0,0,0,0,0,89,89,1990,9,5,3,7417,3,5,75454
6,1965,I Still Love You,The Vejtables,Rock,60,4,6352,1933,2447,4571,449.0,8181,2896.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,10,5,3,7418,3,5,75454
7,1960,Don't Let Love Pass Me By,Frankie Avalon,Rock,24,2,7102,47,878,5623,2016.0,7467,2894.0,6,0,0,0,0,0,0,1,0,0,0,194,205,1990,9,5,3,7419,3,5,75454
10,1961,My Blue Heaven,Duane Eddy And The Rebels,Rock,171,5,5111,399,0,8338,2888.0,7168,2888.0,-1,0,0,0,0,0,0,0,0,0,0,37,37,1990,9,5,3,7420,3,5,75454
10,1960,Bonnie Came Back,Duane Eddy His Twangy Guitar And The Rebels,Rock,501,9,2652,127,0,8371,2886.0,7169,2886.0,-1,0,0,0,0,0,0,0,0,0,0,112,112,1990,9,5,3,7421,3,5,75454
7,1964,(I'm Watching) Every Little Move You Make,Little Peggy March,Rock,39,3,6730,382,1435,5120,1437.0,7699,2872.0,6,0,0,0,0,0,0,1,0,0,0,39,39,1990,10,5,3,7428,3,5,75454
8,1962,Theme From Taras Bulba (The Wishing Star),Jerry Butler,Rock,1,1,8336,33,341,6416,2528.0,7295,2869.0,-1,0,0,0,0,0,0,0,0,0,0,217,244,1990,9,5,3,7430,3,5,75454
7,1966,I Struck It Rich,Len Barry,Rock,4,2,8131,366,957,5530,1909.0,7509,2866.0,-1,0,0,0,0,0,0,0,0,0,0,41,41,1990,9,5,3,7431,3,5,75454
7,1959,There Comes A Time,Jack Scott,Rock,90,5,5980,93,1269,5253,1595.0,7635,2864.0,6,0,0,0,0,0,0,1,0,0,0,138,138,1990,10,5,3,7433,3,5,75454
10,1964,Jamaica Ska,The Ska Kings,Rock,3,1,8224,2373,39,7601,2788.0,7204,2827.0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1990,9,5,3,7439,3,5,75454
10,1960,Happy Shades Of Blue,Freddie Cannon,Rock,50,5,6535,506,9,7978,2803.0,7197,2812.0,6,0,0,0,0,0,0,1,0,0,0,29,29,1990,9,5,3,7442,3,5,75454
9,1959,Because You're Young,Jimmie Rodgers,Rock,97,5,5900,66,61,7436,2746.0,7220,2807.0,6,0,0,0,0,0,0,1,0,0,0,168,168,1990,9,5,3,7445,3,5,75454
8,1966,Spread It On Thick,The Gentrys,Rock,294,8,4071,340,394,6291,2406.0,7339,2800.0,6,0,0,0,0,0,0,1,0,0,0,44,46,1990,9,5,3,7449,3,5,75454
8,1967,Don't Do It,Micky Dolenz,Rock,134,6,5497,1769,227,6708,2563.0,7283,2790.0,6,0,0,0,0,0,0,1,0,0,0,6,6,1990,9,5,3,7450,3,5,75454
10,1959,Flower Of Love,The Crests featuring Johnny Mastro,Rock,97,6,5895,1277,0,8255,2782.0,7206,2782.0,-1,0,0,0,0,0,0,0,0,0,0,11,11,1990,9,5,3,7452,3,5,75454
7,1963,Two Tickets To Paradise,Brook Benton,Rock,497,10,2673,5,903,5600,1874.0,7523,2777.0,6,0,0,0,0,0,0,1,0,0,0,365,370,1990,9,5,3,7454,3,5,75454
10,1969,One Woman,Johnny Rivers,Rock,33,4,6869,60,33,7662,2739.0,7223,2772.0,6,0,0,0,0,0,0,1,0,0,0,175,262,1990,9,5,3,7455,3,5,75454
8,1959,Record Hop Blues,The Quarter Notes,Rock,19,1,7284,2346,489,6122,2269.0,7390,2758.0,6,0,0,0,0,0,0,1,0,0,0,1,1,1990,9,5,3,7458,3,5,75454
7,1969,Woman Helping Man,The Vogues,Rock,250,6,4437,132,1153,5349,1578.0,7643,2731.0,6,0,0,0,0,0,0,1,0,0,0,108,108,1990,10,5,3,7461,3,5,75454
10,1967,Laura (Tell Me What He's Got That I Ain't Got),Brook Benton,Rock,70,4,6208,5,0,8289,2728.0,7225,2728.0,-1,0,0,0,0,0,0,0,0,0,0,365,370,1990,9,5,3,7463,3,5,75454
7,1959,A Year Ago Tonight,The Crests,Rock,434,10,3047,175,972,5510,1756.0,7576,2728.0,6,0,0,0,0,0,0,1,0,0,0,88,88,1990,10,5,3,7464,3,5,75454
9,1969,Guess Who,Ruby Winters,Rock,4,2,8137,1999,110,7141,2607.0,7266,2717.0,-1,0,0,0,0,0,0,0,0,0,0,4,4,1990,9,5,3,7466,3,5,75454
10,1967,Walkin' Proud,The Pete Klint Quintet,Rock,7,3,7876,2053,5,8039,2708.0,7233,2713.0,-1,0,0,0,0,0,0,0,0,0,0,3,3,1990,9,5,3,7467,3,5,75454
7,1970,It's So Nice,Jackie DeShannon,Rock,85,7,6042,202,1314,5210,1391.0,7732,2705.0,6,0,0,0,0,0,0,1,0,0,0,77,96,1990,10,5,3,7468,3,5,75454
7,1958,Need Your Love,Bobby Freeman,Rock,170,5,5128,278,719,5790,1976.0,7483,2695.0,6,0,0,0,0,0,0,1,0,0,0,55,55,1990,9,5,3,7472,3,5,75454
7,1964,Coming Back To You,Maxine Brown,Rock,4,2,8169,211,889,5611,1797.0,7556,2686.0,-1,0,0,0,0,0,0,0,0,0,0,75,75,1990,10,5,3,7476,3,5,75454
7,1962,I Found A New Baby,Bobby Darin,Rock,11,1,7664,8,1419,5129,1260.0,7802,2679.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,10,5,3,7478,3,5,75454
7,1966,Takin' All I Can Get,Mitch Ryder And The Detroit Wheels,Rock,1,1,8395,255,1325,5197,1345.0,7757,2670.0,-1,0,0,0,0,0,0,0,0,0,0,60,60,1990,10,5,3,7479,3,5,75454
8,1963,"Something Old, Something New",Paul and Paula,Rock,83,5,6064,353,223,6717,2444.0,7325,2667.0,6,0,0,0,0,0,0,1,0,0,0,42,42,1990,9,5,3,7480,3,5,75454
6,1970,Brighton Hill,Jackie DeShannon,Rock,63,4,6298,202,2512,4543,136.0,8330,2648.0,6,0,0,0,0,0,0,1,0,0,0,77,96,1990,10,5,3,7484,3,5,75454
7,1960,Whole Lotta Shakin' Goin' On,Chubby Checker,Rock,264,8,4322,13,753,5760,1892.0,7515,2645.0,6,0,0,0,0,0,0,1,0,0,0,302,307,1990,9,5,3,7485,3,5,75454
9,1964,The Things In This House,Bobby Darin,Rock,31,3,6911,8,140,6995,2501.0,7304,2641.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,9,5,3,7486,3,5,75454
8,1964,Book Of Love,The Raindrops,Rock,203,7,4836,418,250,6646,2387.0,7345,2637.0,6,0,0,0,0,0,0,1,0,0,0,35,35,1990,9,5,3,7489,3,5,75454
7,1964,To Each His Own,The Tymes,Rock,56,4,6433,287,902,5601,1733.0,7585,2635.0,6,0,0,0,0,0,0,1,0,0,0,53,74,1990,10,5,3,7490,3,5,75454
6,1962,I Was Such A Fool (To Fall In Love With You),Connie Francis,Rock,469,9,2825,2,1706,4943,918.0,7966,2624.0,6,0,0,0,0,0,0,1,0,0,0,485,485,1990,10,5,3,7493,3,5,75454
7,1963,If Mary's There,Brian Hyland,Rock,15,2,7458,80,866,5634,1737.0,7583,2603.0,6,0,0,0,0,0,0,1,0,0,0,150,161,1990,10,5,3,7495,3,5,75454
7,1966,Bring Back The Time,B.J. Thomas,Rock,91,4,5965,133,702,5815,1895.0,7512,2597.0,6,0,0,0,0,0,0,1,0,0,0,108,218,1990,9,5,3,7497,3,5,75454
8,1968,Do What You Gotta Do,Bobby Vee,Rock,66,4,6269,40,544,6030,2051.0,7452,2595.0,6,0,0,0,0,0,0,1,0,0,0,214,214,1990,9,5,3,7498,3,5,75454
7,1964,Where Did I Go Wrong,Dee Dee Sharp,Rock,52,4,6492,193,1035,5456,1548.0,7651,2583.0,6,0,0,0,0,0,0,1,0,0,0,80,80,1990,10,5,3,7500,3,5,75454
8,1965,Does He Really Care For Me,Ruby And The Romantics,Rock,39,3,6727,240,246,6661,2335.0,7359,2581.0,6,0,0,0,0,0,0,1,0,0,0,62,62,1990,9,5,3,7502,3,5,75454
10,1961,Image - Part 1,Hank Levine And Orchestra,Rock,3,1,8202,2350,9,7982,2569.0,7281,2578.0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1990,9,5,3,7503,3,5,75454
10,1968,(You've Got) Personality And Chantilly Lace,Mitch Ryder,Rock,43,4,6654,737,5,8043,2570.0,7280,2575.0,6,0,0,0,0,0,0,1,0,0,0,20,24,1990,9,5,3,7504,3,5,75454
8,1969,Rhythm Of The Rain,Gary Lewis And The Playboys,Rock,269,12,4284,88,293,6515,2281.0,7384,2574.0,6,0,0,0,0,0,0,1,0,0,0,143,143,1990,9,5,3,7505,3,5,75454
10,1966,The Teaser,Bob Kuban And The In-Men,Rock,72,3,6193,911,33,7658,2536.0,7290,2569.0,6,0,0,0,0,0,0,1,0,0,0,17,17,1990,9,5,3,7506,3,5,75454
10,1960,You Don't Know Me,Lenny Welch,Rock,421,13,3134,236,0,8254,2564.0,7282,2564.0,6,0,0,0,0,0,0,1,0,0,0,66,71,1990,9,5,3,7507,3,5,75454
7,1963,Zing! Went The Strings Of My Heart,The Furys,Rock,10,2,7691,2246,813,5688,1750.0,7578,2563.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,10,5,3,7508,3,5,75454
8,1962,What's Gonna Happen When Summer's Done,Freddy Cannon,Rock,167,4,5160,103,359,6380,2188.0,7410,2547.0,6,0,0,0,0,0,0,1,0,0,0,130,130,1990,9,5,3,7511,3,5,75454
7,1966,The Dedication Song,Freddy Cannon,Rock,295,6,4063,103,1012,5478,1530.0,7662,2542.0,6,0,0,0,0,0,0,1,0,0,0,130,130,1990,10,5,3,7513,3,5,75454
8,1961,What About Me,Don Gibson,Rock,1,1,8340,188,461,6166,2070.0,7445,2531.0,-1,0,0,0,0,0,0,0,0,0,0,82,82,1990,9,5,3,7514,3,5,75454
10,1963,Hi Diddle Diddle,Inez Foxx,Rock,3,1,8234,1116,16,7866,2509.0,7299,2525.0,-1,0,0,0,0,0,0,0,0,0,0,31,31,1990,9,5,3,7515,3,5,75454
9,1968,1432 Franklin Pike Circle Hero,Bobby Russell,Rock,345,7,3647,1626,136,7010,2381.0,7348,2517.0,6,0,0,0,0,0,0,1,0,0,0,7,21,1990,9,5,3,7516,3,5,75454
7,1961,School Is In,Gary U.S. Bonds,Rock,298,5,4043,298,1277,5239,1220.0,7822,2497.0,6,0,0,0,0,0,0,1,0,0,0,52,92,1990,10,5,3,7525,3,5,75454
7,1966,Fiddle Around,Jan & Dean,Rock,25,4,7065,53,1053,5433,1441.0,7694,2494.0,6,0,0,0,0,0,0,1,0,0,0,186,186,1990,10,5,3,7527,3,5,75454
9,1967,Mellow Yellow,Senator Bobby & Senator McKinley,Rock,2,1,8259,2316,55,7479,2438.0,7328,2493.0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1990,9,5,3,7528,3,5,75454
8,1969,Let's Call It A Day Girl,Bobby Vee,Rock,18,2,7350,40,464,6162,2025.0,7462,2489.0,6,0,0,0,0,0,0,1,0,0,0,214,214,1990,9,5,3,7529,3,5,75454
7,1965,The World Through A Tear,Neil Sedaka,Rock,148,9,5349,36,1300,5221,1182.0,7842,2482.0,6,0,0,0,0,0,0,1,0,0,0,209,309,1990,10,5,3,7531,3,5,75454
10,1963,Diane,Joe Harnell And His Orchestra,Rock,4,1,8122,1071,0,8383,2476.0,7311,2476.0,-1,0,0,0,0,0,0,0,0,0,0,14,14,1990,9,5,3,7532,3,5,75454
7,1960,My Empty Room,Little Anthony And The Imperials,Rock,26,2,7057,110,1278,5237,1198.0,7831,2476.0,6,0,0,0,0,0,0,1,0,0,0,125,130,1990,10,5,3,7533,3,5,75454
8,1963,That Boy John,The Raindrops,Rock,219,8,4700,418,537,6041,1918.0,7506,2455.0,6,0,0,0,0,0,0,1,0,0,0,35,35,1990,9,5,3,7538,3,5,75454
8,1969,Muddy Mississippi Line,Bobby Goldsboro,Rock,326,9,3806,63,559,6005,1863.0,7529,2422.0,6,0,0,0,0,0,0,1,0,0,0,173,216,1990,9,5,3,7545,3,5,75454
10,1959,Furry Murray,The Tradewinds,Rock,15,2,7473,2202,7,8017,2401.0,7342,2408.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,9,5,3,7548,3,5,75454
7,1961,Come Along,Maurice Williams & The Zodiacs,Rock,32,2,6891,619,1544,5056,854.0,7995,2398.0,6,0,0,0,0,0,0,1,0,0,0,23,23,1990,10,5,3,7551,3,5,75454
10,1965,Just Yesterday,Jack Jones,Rock,88,5,6000,94,26,7730,2360.0,7351,2386.0,6,0,0,0,0,0,0,1,0,0,0,138,138,1990,9,5,3,7553,3,5,75454
7,1970,Tobacco Road,Jamul,Rock,16,2,7417,2171,701,5816,1679.0,7606,2380.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,10,5,3,7554,3,5,75454
10,1966,"Dommage, Dommage (Too Bad, Too Bad)",Paul Vance,Rock,8,2,7842,2235,18,7835,2342.0,7358,2360.0,-1,0,0,0,0,0,0,0,0,0,0,2,2,1990,9,5,3,7558,3,5,75454
9,1961,Battle Of Gettysburg,Fred Darian,Rock,1,1,8399,2211,64,7417,2296.0,7376,2360.0,-1,0,0,0,0,0,0,0,0,0,0,2,2,1990,9,5,3,7559,3,5,75454
9,1964,If I'm A Fool For Loving You,Bobby Wood,Rock,89,5,5991,1871,49,7525,2309.0,7371,2358.0,6,0,0,0,0,0,0,1,0,0,0,5,5,1990,9,5,3,7560,3,5,75454
8,1964,Society Girl,The Rag Dolls,Rock,24,3,7112,1416,616,5935,1733.0,7586,2349.0,6,0,0,0,0,0,0,1,0,0,0,9,9,1990,10,5,3,7561,3,5,75454
8,1968,Reach Out,Merrilee Rush,Rock,65,4,6271,1961,288,6533,2057.0,7450,2345.0,6,0,0,0,0,0,0,1,0,0,0,4,11,1990,9,5,3,7563,3,5,75454
9,1965,Talk About Love,Adam Faith,Rock,7,2,7916,2187,220,6727,2124.0,7425,2344.0,6,0,0,0,0,0,0,1,0,0,0,10,10,1990,9,5,3,7564,3,5,75454
6,1966,I Can Make It With You,Jackie DeShannon,Rock,150,6,5331,202,2230,4683,114.0,8351,2344.0,6,0,0,0,0,0,0,1,0,0,0,77,96,1990,10,5,3,7565,3,5,75454
9,1967,Making Every Minute Count,Spanky And Our Gang,Rock,361,7,3523,254,135,7017,2208.0,7402,2343.0,6,0,0,0,0,0,0,1,0,0,0,60,60,1990,9,5,3,7566,3,5,75454
6,1962,Warmed Over Kisses (Left Over Love),Brian Hyland,Rock,429,8,3081,80,1576,5030,766.0,8034,2342.0,6,0,0,0,0,0,0,1,0,0,0,150,161,1990,10,5,3,7567,3,5,75454
10,1961,The Guns Of Navarone,Joe Reisman Orch. & Chorus,Rock,86,6,6022,1742,0,8237,2332.0,7361,2332.0,-1,0,0,0,0,0,0,0,0,0,0,6,6,1990,9,5,3,7570,3,5,75454
8,1967,I Want To Talk About You,Ray Charles,Rock,3,1,8245,12,251,6645,2077.0,7443,2328.0,-1,0,0,0,0,0,0,0,0,0,0,303,353,1990,9,5,3,7571,3,5,75454
7,1958,The Wizard,Jimmie Rodgers,Rock,308,7,3951,66,1030,5462,1296.0,7785,2326.0,6,0,0,0,0,0,0,1,0,0,0,168,168,1990,10,5,3,7572,3,5,75454
9,1961,Santa & The Touchables,Dickie Goodman,Rock,2,1,8267,444,107,7152,2219.0,7399,2326.0,-1,0,0,0,0,0,0,0,0,0,0,33,68,1990,9,5,3,7573,3,5,75454
9,1967,You Are My Sunshine,Mitch Ryder,Rock,28,3,6971,737,66,7403,2254.0,7391,2320.0,6,0,0,0,0,0,0,1,0,0,0,20,24,1990,9,5,3,7576,3,5,75454
10,1963,Don't Set Me Free,Ray Charles and his Orchestra,Rock,451,8,2943,91,0,8342,2317.0,7367,2317.0,-1,0,0,0,0,0,0,0,0,0,0,139,139,1990,9,5,3,7578,3,5,75454
9,1964,All My Trials,Dick and DeeDee,Rock,32,3,6887,226,65,7407,2238.0,7394,2303.0,6,0,0,0,0,0,0,1,0,0,0,69,69,1990,9,5,3,7581,3,5,75454
10,1963,(Theme From) Any Number Can Win,Jimmy Smith,Rock,5,1,8037,328,0,8402,2297.0,7375,2297.0,-1,0,0,0,0,0,0,0,0,0,0,49,49,1990,9,5,3,7582,3,5,75454
10,1965,It's Wonderful To Be In Love,The Ovations (featuring Louis Williams),Rock,193,6,4914,1680,0,8238,2292.0,7380,2292.0,-1,0,0,0,0,0,0,0,0,0,0,6,6,1990,9,5,3,7584,3,5,75454
6,1959,The Beat,The Rockin R's,Rock,215,8,4733,1576,1570,5036,722.0,8056,2292.0,6,0,0,0,0,0,0,1,0,0,0,8,8,1990,10,5,3,7585,3,5,75454
10,1960,Blue Christmas,The Browns featuring Jim Edward Brown,Rock,4,1,8107,461,1,8184,2278.0,7387,2279.0,-1,0,0,0,0,0,0,0,0,0,0,32,32,1990,9,5,3,7589,3,5,75454
8,1960,Shortnin' Bread,The Bell Notes,Rock,10,2,7717,576,499,6098,1773.0,7569,2272.0,6,0,0,0,0,0,0,1,0,0,0,25,25,1990,10,5,3,7591,3,5,75454
10,1963,Remember Baby,Shep And The Limelites,Rock,10,1,7707,372,21,7801,2243.0,7392,2264.0,6,0,0,0,0,0,0,1,0,0,0,40,40,1990,9,5,3,7593,3,5,75454
8,1958,Nothing In The World,Nat King Cole,Rock,2,1,8268,54,306,6486,1949.0,7489,2255.0,-1,0,0,0,0,0,0,0,0,0,0,184,185,1990,9,5,3,7597,3,5,75454
9,1959,77 Sunset Strip,The Big Sound Of Don Ralke,Rock,89,5,5989,1883,119,7089,2131.0,7424,2250.0,6,0,0,0,0,0,0,1,0,0,0,5,5,1990,9,5,3,7598,3,5,75454
7,1964,Shimmy Shimmy,The Orlons,Rock,145,5,5385,183,927,5569,1322.0,7772,2249.0,6,0,0,0,0,0,0,1,0,0,0,84,84,1990,10,5,3,7599,3,5,75454
