,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
3748,Think It Over,The Crickets,15602,7,3749,24638,2174,Rock,
4242,Lemon Tree,Trini Lopez,14186,7,4243,24493,2177,Rock,
7113,I'm The One,Gerry And The Pacemakers,2128,2,7114,24417,2179,Rock,
2165,I'm Gonna Be Strong,Gene Pitney,19016,12,2166,24378,2183,Rock,
7178,Can't Help Falling In Love,Andy Williams,1920,3,7179,24252,2187,Rock,
2155,Look Of Love,Lesley Gore,19046,9,2156,24196,2190,Rock,
4099,In The Still Of The Night,Dion & The Belmonts,14608,7,4100,24135,2194,Rock,
7393,Dear Dad,Chuck Berry,1534,4,7394,24018,2201,Rock,
2073,Everybody,Tommy Roe,19222,14,2074,24016,2203,Rock,
2471,The Fly,Chubby Checker,18332,13,2472,23954,2208,Rock,
1979,Sway,Bobby Rydell,19458,11,1980,23949,2209,Rock,
2064,Swingin' School,Bobby Rydell,19240,12,2065,23935,2210,Rock,
7849,It's-A-Happening,The Magic Mushrooms,744,1,7850,23873,2213,Rock,
710,Reveille Rock,Johnny And The Hurricanes,24126,13,711,23842,2214,Rock,
3576,18 Yellow Roses,Bobby Darin,15986,10,3577,23803,2215,Rock,
2887,Tiger,Fabian,17420,13,2888,23640,2219,Rock,
1436,Sweeter Than You,Ricky Nelson,21058,12,1437,23491,2222,Rock,
3713,My Special Angel,The Vogues,15668,10,3714,23475,2223,Rock,
6383,The Little Black Egg,The Nightcrawlers,4854,4,6384,23425,2225,Rock,
6611,Bama Lama Bama Loo,Little Richard,3874,4,6612,23378,2226,Rock,
3758,Better Use Your Head,Little Anthony And The Imperials,15584,7,3759,23322,2227,Rock,
1654,Don't Hang Up,The Orlons,20376,15,1655,23194,2230,Rock,
286,Mule Skinner Blues,The Fendermen,27974,18,287,23184,2231,Rock,
4933,Temptation,The Everly Brothers,11938,6,4934,23179,2233,Rock,
4540,Are You A Boy Or Are You A Girl,The Barbarians,13330,6,4541,23134,2236,Rock,
2605,"Run, Run, Run",The Gestures,18064,8,2606,22943,2241,Rock,
2437,(The Man Who Shot) Liberty Valance,Gene Pitney,18380,13,2438,22928,2242,Rock,
3469,Be True To Yourself,Bobby Vee,16166,7,3470,22924,2243,Rock,
4774,Sound Asleep,The Turtles,12530,6,4775,22904,2244,Rock,
7904,Baja,The Astronauts,658,1,7905,22858,2246,Rock,
2869,I Go Ape,Neil Sedaka,17454,8,2870,22836,2247,Rock,
5867,Live,The Merry-Go-Round,7504,4,5868,22719,2249,Rock,
2848,It's Gonna Be Alright,Gerry And The Pacemakers,17496,8,2849,22517,2258,Rock,
650,Trouble In Paradise,The Crests,24484,13,651,22480,2259,Rock,
3781,People Say,The Dixie Cups,15544,9,3782,22470,2260,Rock,
2224,Neanderthal Man,Hotlegs,18896,9,2225,22408,2261,Rock,
4232,Over And Over,The Dave Clark Five,14208,12,4233,22406,2262,Rock,
1637,It's Good News Week,Hedgehoppers Anonymous,20428,10,1638,22297,2267,Rock,
1783,Kiss Me Goodbye,Petula Clark,20024,11,1784,22281,2268,Rock,
117,Go Back,Crabby Appleton,31820,14,118,22265,2270,Rock,
6092,Secretly,Jimmie Rodgers,6352,3,6093,22210,2272,Rock,
3219,Fever,The McCoys,16640,11,3220,22094,2276,Rock,
1259,Cradle Of Love,Johnny Preston,21690,15,1260,22033,2280,Rock,
4141,How Can I Be Sure,The Young Rascals,14470,11,4142,21993,2282,Rock,
1143,Come On Down To My Boat,Every Mothers' Son,22096,15,1144,21932,2284,Rock,
2481,I Got Rhythm,The Happenings,18308,13,2482,21880,2290,Rock,
325,Kiddio,Brook Benton,27378,17,326,21703,2292,Rock,
1165,The Way You Look Tonight,The Lettermen,22030,13,1166,21573,2297,Rock,
3521,You're The Reason I'm Living,Bobby Darin,16074,14,3522,21520,2299,Rock,
4439,Just Dropped In (To See What Condition My Condition Was In),The First Edition,13626,10,4440,21463,2303,Rock,
2951,Things I Should Have Said,The Grass Roots,17246,8,2952,21412,2305,Rock,
4045,The Rapper,The Jaggerz,14796,13,4046,21399,2306,Rock,
1676,Workin' On A Groovy Thing,The 5th Dimension,20318,10,1677,21207,2310,Rock,
714,Willow Weep For Me,Chad & Jeremy,24110,13,715,21165,2311,Rock,
7620,Love In The City,The Turtles,1108,2,7621,21098,2316,Rock,
2954,Memphis,Lonnie Mack,17234,13,2955,21023,2320,Rock,
326,Only The Lonely (Know How I Feel),Roy Orbison,27374,21,327,20956,2324,Rock,
6054,"Season Of The Witch, Pt. 1",Vanilla Fudge,6554,3,6055,20854,2327,Rock,
323,California Nights,Lesley Gore,27386,14,324,20703,2332,Rock,
1040,Heaven Knows,The Grass Roots,22500,10,1041,20668,2335,Rock,
6101,Hold Me,P.J. Proby,6266,4,6102,20635,2337,Rock,
3533,Ma Belle Amie,The Tee Set,16058,12,3534,20607,2339,Rock,
5213,Little Marie,Chuck Berry,10860,6,5214,20597,2340,Rock,
218,The Diary,Neil Sedaka,29250,15,219,20463,2347,Rock,
2326,Jealous Heart,Connie Francis,18648,8,2327,20430,2349,Rock,
4994,Surfer Joe,The Surfaris,11720,6,4995,20387,2351,Rock,
362,I Got A Feeling,Ricky Nelson,26932,17,363,20357,2352,Rock,
4187,Breakin' In A Brand New Broken Heart,Connie Francis,14328,10,4188,20336,2354,Rock,
1845,I'll Be There,Gerry And The Pacemakers,19840,10,1846,20327,2355,Rock,
1373,Like Strangers,The Everly Brothers,21286,10,1374,20270,2359,Rock,
380,Raw-Hide,Link Wray And The Wraymen,26666,13,381,20253,2361,Rock,
850,Go Now!,The Moody Blues,23428,14,851,20237,2362,Rock,
352,Montego Bay,Bobby Bloom,27084,16,353,20225,2363,Rock,
1910,California Soul,The 5th Dimension,19676,9,1911,20159,2364,Rock,
1263,You Can't Judge A Book By The Cover,Bo Diddley,21674,10,1264,20092,2367,Rock,
5297,Plenty Good Lovin',Connie Francis,10558,7,5298,20078,2368,Rock,
4949,Love Of My Life,The Everly Brothers,11862,6,4950,20026,2371,Rock,
5899,Judy,Elvis Presley,7358,5,5900,19962,2373,Rock,
3874,Pretend,Carl Mann,15334,7,3875,19961,2374,Rock,
5386,Take Me For What I'm Worth,The Searchers,10138,7,5387,19893,2377,Rock,
5715,Never Going Back,The Lovin' Spoonful,8376,5,5716,19881,2378,Rock,
1923,Blue Winter,Connie Francis,19646,9,1924,19779,2380,Rock,
5104,Blue Moon,The Ventures,11288,6,5105,19737,2381,Rock,
747,Endlessly,Brook Benton,23966,13,748,19683,2383,Rock,
5266,I Think I'm Gonna Kill Myself,Buddy Knox,10688,6,5267,19670,2384,Rock,
1963,I'm Yours,Elvis Presley,19510,11,1964,19660,2385,Rock,
3184,Caravan,Santo & Johnny,16730,8,3185,19637,2387,Rock,
1221,God Bless America,Connie Francis,21810,11,1222,19607,2389,Rock,
373,The Gypsy Cried,Lou Christie,26736,13,374,19425,2397,Rock,
1980,Susan,The Buckinghams,19456,12,1981,19416,2398,Rock,
1554,"Julie, Do Ya Love Me",Bobby Sherman,20646,15,1555,19394,2399,Rock,
6603,Shoppin' For Clothes,The Coasters,3904,4,6604,19370,2402,Rock,
4020,Inside-Looking Out,The Animals,14864,7,4021,19370,2403,Rock,
1953,A Little Bit Of Soap,The Jarmels,19552,10,1954,19269,2405,Rock,
2633,Tracy,The Cuff Links,18020,12,2634,19222,2408,Rock,
133,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,31340,16,134,19197,2409,Rock,
1269,Lovers Never Say Goodbye,The Flamingos,21638,10,1270,19163,2410,Rock,
7443,Let The Heartaches Begin,Long John Baldry,1438,2,7444,19148,2411,Rock,
1722,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,20180,12,1723,19141,2412,Rock,
2537,You Don't Have To Be A Baby To Cry,The Caravelles,18202,13,2538,19130,2414,Rock,
1412,Let's Get Together,Hayley Mills and Hayley Mills,21152,14,1413,19119,2415,Rock,
3440,What Have They Done To The Rain,The Searchers,16224,7,3441,19089,2416,Rock,
1526,Ask Me,Elvis Presley With The Jordanaires,20782,12,1527,19062,2419,Rock,
992,Wheels,The String-A-Longs,22706,16,993,19040,2421,Rock,
260,Kissin' Time,Bobby Rydell,28376,17,261,19036,2422,Rock,
2656,Girl Watcher,The O'Kaysions,17984,14,2657,18993,2423,Rock,
462,This I Swear,The Skyliners,25822,12,463,18990,2424,Rock,
2034,Big John,The Shirelles,19302,9,2035,18956,2427,Rock,
1598,Jingle Jangle,The Archies,20526,13,1599,18900,2432,Rock,
3441,"Yeh, Yeh",Georgie Fame And The Blue Flames,16222,8,3442,18856,2436,Rock,
2489,We Can Fly,The Cowsills,18304,9,2490,18772,2439,Rock,
2193,Do Something To Me,Tommy James And The Shondells,18950,9,2194,18763,2441,Rock,
375,Ramblin' Gamblin' Man,Bob Seger System,26728,14,376,18750,2442,Rock,
3244,A Thing Of The Past,The Shirelles,16586,8,3245,18505,2448,Rock,
6491,Tony Rome,Nancy Sinatra,4348,3,6492,18474,2449,Rock,
6982,Full Measure,The Lovin' Spoonful,2484,3,6983,18455,2450,Rock,
1096,With This Ring,The Platters,22268,12,1097,18444,2451,Rock,
624,I'm Blue (The Gong-Gong Song),The Ikettes,24716,12,625,18432,2452,Rock,
3797,The Tracks Of My Tears,Johnny Rivers,15516,9,3798,18369,2454,Rock,
4680,Can't You See That She's Mine,The Dave Clark Five,12884,10,4681,18249,2458,Rock,
354,When I Die,Motherlode,27034,13,355,18225,2460,Rock,
3857,The Sun Ain't Gonna Shine (Anymore),The Walker Bros.,15384,9,3858,18217,2462,Rock,
3253,Witchcraft,Elvis Presley With The Jordanaires,16576,7,3254,18199,2464,Rock,
1324,Gimme Gimme Good Lovin',Crazy Elephant,21434,13,1325,18090,2468,Rock,
2930,Never On Sunday,The Chordettes,17296,12,2931,18052,2472,Rock,
2366,Hey Little Cobra,The Rip Chords,18572,14,2367,18040,2473,Rock,
2019,Put Your Head On My Shoulder,The Lettermen,19332,8,2020,18027,2475,Rock,
6157,Lucifer,Bob Seger System,5900,6,6158,18005,2478,Rock,
1220,Just A Little Too Much,Ricky Nelson,21810,13,1221,17947,2481,Rock,
2187,Hey! Little Girl,Del Shannon,18970,8,2188,17917,2485,Rock,
4749,"How Does That Grab You, Darlin'?",Nancy Sinatra,12606,8,4750,17860,2487,Rock,
1651,When You Wish Upon A Star,Dion & The Belmonts,20384,9,1652,17829,2488,Rock,
894,Everybody Loves A Lover,The Shirelles,23158,12,895,17809,2492,Rock,
5214,Lonely Man,Elvis Presley With The Jordanaires,10848,5,5215,17751,2494,Rock,
3741,Drownin' My Sorrows,Connie Francis,15608,7,3742,17687,2497,Rock,
1009,"Easy Come, Easy Go",Bobby Sherman,22664,14,1010,17554,2504,Rock,
407,See You In September,The Tempos,26402,14,408,17544,2505,Rock,
1890,The Entertainer,Tony Clarke,19728,9,1891,17529,2506,Rock,
7484,Boss,The Rumblers,1318,2,7485,17487,2507,Rock,
5359,Shotgun,Vanilla Fudge,10284,5,5360,17384,2512,Rock,
685,Only In America,Jay & The Americans,24278,11,686,17318,2516,Rock,
5719,Forget Domani,Connie Francis,8360,7,5720,17283,2517,Rock,
1648,Remember When,The Platters,20394,9,1649,17236,2523,Rock,
3583,That Girl Belongs To Yesterday,Gene Pitney,15974,7,3584,17234,2524,Rock,
4448,Money,The Lovin' Spoonful,13608,6,4449,17188,2527,Rock,
770,Bless You,Tony Orlando,23882,12,771,17144,2529,Rock,
549,We Got Love,Bobby Rydell,25140,17,550,17114,2531,Rock,
1539,"Baby, Come Back",The Equals,20696,9,1540,17041,2534,Rock,
6700,Too Many Rules,Connie Francis,3516,2,6701,17024,2536,Rock,
2915,Batman Theme,The Marketts,17346,9,2916,16977,2538,Rock,
4532,Baby I Need Your Lovin',Johnny Rivers,13354,11,4533,16957,2541,Rock,
1611,Hooray For Hazel,Tommy Roe,20490,13,1612,16939,2542,Rock,
3845,Your Other Love,Connie Francis,15426,7,3846,16935,2543,Rock,
2816,"Cara, Mia",Jay & The Americans,17564,13,2817,16927,2544,Rock,
3483,The Other Man's Grass Is Always Greener,Petula Clark,16134,7,3484,16912,2545,Rock,
1924,I Wanna Love Him So Bad,The Jelly Beans,19644,12,1925,16891,2547,Rock,
7252,The Wedding Cake,Connie Francis,1792,4,7253,16770,2555,Rock,
3813,Whose Heart Are You Breaking Tonight,Connie Francis,15484,7,3814,16738,2556,Rock,
4410,In The Summer Of His Years,Connie Francis,13710,6,4411,16735,2557,Rock,
3174,G.T.O.,Ronny And The Daytonas,16742,13,3175,16722,2558,Rock,
598,The River Is Wide,The Grass Roots,24892,11,599,16716,2559,Rock,
4707,What A Sweet Thing That Was,The Shirelles,12772,6,4708,16674,2562,Rock,
1356,Burning Bridges,Jack Scott,21342,17,1357,16648,2563,Rock,
1256,Somebody To Love,Bobby Darin,21702,9,1257,16617,2565,Rock,
7099,It's A Happening Thing,The Peanut Butter Conspiracy,2146,3,7100,16538,2568,Rock,
8360,I Can Hear Music,The Ronettes Featuring Veronica,100,1,8361,16516,2569,Rock,
6549,Let The Good Times Roll,Roy Orbison,4124,3,6550,16479,2571,Rock,
2343,Stop The Music,The Shirelles,18616,8,2344,16417,2574,Rock,
2520,Every Little Thing I Do,Dion & The Belmonts,18232,8,2521,16413,2575,Rock,
2324,Puppet On A String,Elvis Presley With The Jordanaires,18648,10,2325,16397,2576,Rock,
2003,Time For Livin',The Association,19400,8,2004,16383,2577,Rock,
6411,It's For You,Cilla Black,4724,3,6412,16325,2579,Rock,
1515,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,20816,12,1516,16256,2584,Rock,
501,A Brand New Me,Dusty Springfield,25502,12,502,16206,2590,Rock,
3213,Welcome Home Baby,The Shirelles,16656,8,3214,16101,2591,Rock,
4067,Communication Breakdown,Roy Orbison,14732,7,4068,16084,2592,Rock,
1319,Bobby Sox To Stockings,Frankie Avalon,21460,13,1320,16075,2593,Rock,
4947,I Don't Wanna Be A Loser,Lesley Gore,11874,5,4948,16049,2595,Rock,
2318,Sweet Blindness,The 5th Dimension,18672,10,2319,16043,2596,Rock,
132,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,31370,16,133,15971,2599,Rock,
1089,Mama,Connie Francis,22290,13,1090,15947,2600,Rock,
2870,South Street,The Orlons,17452,13,2871,15943,2601,Rock,
2894,Barbara-Ann,The Regents,17406,10,2895,15928,2602,Rock,
2867,Frankie And Johnny,Elvis Presley,17458,8,2868,15927,2603,Rock,
3916,To Know You Is To Love You,Peter And Gordon,15192,7,3917,15915,2604,Rock,
6285,Little Red Riding Hood,Big Bopper,5250,4,6286,15795,2607,Rock,
2270,My Own True Love,The Duprees,18782,10,2271,15740,2608,Rock,
3811,Hung On You,The Righteous Brothers,15486,7,3812,15677,2612,Rock,
3605,You Tell Me Why,The Beau Brummels,15922,7,3606,15669,2614,Rock,
841,Baby Hold On,The Grass Roots,23474,10,842,15632,2617,Rock,
3384,Run Red Run,The Coasters,16328,8,3385,15595,2619,Rock,
2883,I Don't Want To See You Again,Peter And Gordon,17432,9,2884,15586,2621,Rock,
6248,Anything,Eric Burdon & The Animals,5460,4,6249,15586,2622,Rock,
2581,Western Movies,The Olympics,18112,12,2582,15519,2627,Rock,
1938,You Can't Sit Down,The Dovells,19600,14,1939,15513,2628,Rock,
6722,Dreams,Buddy Miles,3424,3,6723,15392,2633,Rock,
4272,My Heart Belongs To Only You,Bobby Vinton,14092,9,4273,15390,2634,Rock,
453,Tonight I Fell In Love,The Tokens,25898,14,454,15357,2635,Rock,
550,Bulldog,The Fireballs,25134,12,551,15298,2637,Rock,
2571,Bella Linda,The Grass Roots,18136,9,2572,15291,2640,Rock,
3368,Navy Blue,Diane Renay,16366,12,3369,15268,2642,Rock,
2669,Wham!,Lonnie Mack,17950,9,2670,15220,2646,Rock,
1847,Little Honda,The Hondells,19838,12,1848,15215,2647,Rock,
4369,Nature Boy,Bobby Darin,13810,6,4370,15173,2650,Rock,
4867,Pipe Dream,Blues Magoos,12188,6,4868,15126,2657,Rock,
2268,You'd Better Come Home,Petula Clark,18784,9,2269,14992,2664,Rock,
5800,Stick With Me Baby,The Everly Brothers,7918,4,5801,14969,2666,Rock,
3087,Mountain Of Love,Johnny Rivers,16916,11,3088,14914,2670,Rock,
6308,San Francisco Girls (Return of the Native),Fever Tree,5128,6,6309,14777,2676,Rock,
1816,When We Get Married,The Dreamlovers,19952,12,1817,14751,2679,Rock,
2341,I Like It Like That,The Dave Clark Five,18618,11,2342,14729,2680,Rock,
5904,Hey Now,Lesley Gore,7344,6,5905,14706,2682,Rock,
2475,Breakin' Up Is Breakin' My Heart,Roy Orbison,18326,8,2476,14560,2688,Rock,
7916,I.O.I.O.,Bee Gees,658,1,7917,14534,2693,Rock,
7460,Going Nowhere,Los Bravos,1390,2,7461,14503,2696,Rock,
585,Woo-Hoo,Rock-A-Teens,24958,12,586,14413,2700,Rock,
876,I Can Take Or Leave Your Loving,Herman's Hermits,23278,11,877,14396,2702,Rock,
3613,Gettin' Together,Tommy James And The Shondells,15900,8,3614,14389,2703,Rock,
59,Ten Commandments Of Love,Harvey & The Moonglows,35124,16,60,14356,2705,Rock,
1172,Fools Rush In,Rick Nelson,21988,13,1173,14353,2707,Rock,
3156,East West,Herman's Hermits,16774,8,3157,14334,2709,Rock,
914,Without You,Johnny Tillotson,23078,13,915,14333,2710,Rock,
2421,Go Where You Wanna Go,The 5th Dimension,18424,10,2422,14319,2713,Rock,
4424,A Girl Like You,The Young Rascals,13674,9,4425,14311,2714,Rock,
2727,Some Enchanted Evening,Jay & The Americans,17810,10,2728,14291,2715,Rock,
2141,No One,Connie Francis,19070,8,2142,14272,2716,Rock,
7566,Little Girl,Ritchie Valens,1216,2,7567,14241,2718,Rock,
4143,Our Day Will Come,Ruby And The Romantics,14464,13,4144,14220,2720,Rock,
3631,Gravy (For My Mashed Potatoes),Dee Dee Sharp,15872,10,3632,14203,2721,Rock,
1765,The Ballad Of Bonnie And Clyde,Georgie Fame,20070,14,1766,14142,2727,Rock,
2028,Mecca,Gene Pitney,19314,11,2029,13797,2741,Rock,
1285,Young Emotions,Ricky Nelson,21566,13,1286,13784,2743,Rock,
1947,Sharing You,Bobby Vee,19576,10,1948,13744,2748,Rock,
1003,The Mountain's High,Dick and DeeDee,22672,15,1004,13740,2749,Rock,
1600,"Gone, Gone, Gone",The Everly Brothers,20524,10,1601,13724,2750,Rock,
2360,Take Me For A Little While,Vanilla Fudge,18584,8,2361,13713,2751,Rock,
5177,Sleepy Joe,Herman's Hermits,10988,6,5178,13691,2752,Rock,
3696,Tear Drop City,The Monkees,15724,7,3697,13647,2756,Rock,
2313,The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,18684,11,2314,13640,2757,Rock,
1512,Little Latin Lupe Lu,The Kingsmen,20830,9,1513,13534,2766,Rock,
3488,(Say) You're My Girl,Roy Orbison,16124,7,3489,13468,2769,Rock,
5707,How Many Tears,Bobby Vee,8410,4,5708,13426,2771,Rock,
6697,Al Di La,Connie Francis,3522,5,6698,13416,2772,Rock,
2560,I Believe,The Bachelors,18150,8,2561,13369,2776,Rock,
3762,Ha Ha Said The Clown,The Yardbirds,15580,7,3763,13332,2778,Rock,
3824,Turn-Down Day,The Cyrkle,15460,8,3825,13323,2782,Rock,
3926,Come To The Sunshine,Harpers Bizarre,15168,7,3927,13311,2783,Rock,
6620,Don't Waste My Time,John Mayall,3828,3,6621,13296,2784,Rock,
5,Tall Cool One,The Wailers,50508,23,6,13270,2786,Rock,1959.0
5610,Tell Him,Patti Drew,8964,8,5611,13259,2787,Rock,
4029,I Like The Way,Tommy James And The Shondells,14846,7,4030,13220,2792,Rock,
2651,A Love So Fine,The Chiffons,17996,9,2652,13185,2794,Rock,
1557,That Same Old Feeling,Pickettywitch,20640,12,1558,13170,2796,Rock,
3799,He,The Righteous Brothers,15506,8,3800,13153,2798,Rock,
5350,I'm Here To Get My Baby Out Of Jail,The Everly Brothers,10322,6,5351,13134,2800,Rock,
8261,Requiem For The Masses,The Association,200,2,8262,13109,2801,Rock,
3966,Ginger Bread,Frankie Avalon,15028,11,3967,13061,2806,Rock,
232,Don't Pity Me,Dion & The Belmonts,29036,12,233,13040,2807,Rock,
21,You're So Fine,The Falcons,39824,20,22,12945,2811,Rock,
7692,Ten Little Indians,The Yardbirds,960,2,7693,12929,2813,Rock,
4337,(Such An) Easy Question,Elvis Presley With The Jordanaires,13906,8,4338,12906,2815,Rock,
1272,Grizzly Bear,The Youngbloods,21628,10,1273,12897,2817,Rock,
7936,God Knows I Love You,Nancy Sinatra,588,3,7937,12893,2818,Rock,
7941,Drummer Man,Nancy Sinatra,588,2,7942,12884,2819,Rock,
3564,True True Happiness,Johnny Tillotson,16014,9,3565,12883,2820,Rock,
8399,Time Seller,The Spencer Davis Group,100,1,8400,12871,2822,Rock,
3999,Little Woman,Bobby Sherman,14910,13,4000,12869,2823,Rock,
2320,Surfer's Stomp,The Marketts,18670,9,2321,12863,2824,Rock,
4003,C'mon And Swim,Bobby Freeman,14904,12,4004,12771,2829,Rock,
3234,The Boll Weevil Song,Brook Benton,16608,16,3235,12768,2830,Rock,
301,Land Of 1000 Dances,Cannibal And The Headhunters,27726,14,302,12760,2831,Rock,
7231,Somewhere,P.J. Proby,1820,2,7232,12736,2834,Rock,
817,So Many Ways,Brook Benton,23612,16,818,12710,2837,Rock,
774,Susie Darlin',Robin Luke,23866,17,775,12698,2838,Rock,
166,Crossfire,Johnny And The Hurricanes,30416,14,167,12657,2841,Rock,
3395,(I was) Born To Cry,Dion,16306,7,3396,12653,2843,Rock,
7249,What's Made Milwaukee Famous (Has Made A Loser Out Of Me),Jerry Lee Lewis,1798,3,7250,12617,2847,Rock,
3312,Bumble Bee,The Searchers,16448,8,3313,12592,2849,Rock,
6173,Lady-O,The Turtles,5796,4,6174,12574,2850,Rock,
115,"Sweet Cream Ladies, Forward March",The Box Tops,31892,15,116,12499,2857,Rock,
1821,Bumble Boogie,B. Bumble & The Stingers,19912,10,1822,12483,2858,Rock,
2586,Before And After,Chad & Jeremy,18100,9,2587,12471,2860,Rock,
4702,Worst That Could Happen,Brooklyn Bridge,12802,12,4703,12432,2865,Rock,
1253,Candida,Dawn,21710,18,1254,12412,2868,Rock,
3258,Hotel Happiness,Brook Benton,16560,12,3259,12404,2870,Rock,
128,I'll Wait For You,Frankie Avalon,31492,17,129,12403,2871,Rock,
996,The Kind Of Boy You Can't Forget,The Raindrops,22698,11,997,12385,2873,Rock,
1587,Coming Home Soldier,Bobby Vinton,20568,12,1588,12347,2876,Rock,
6785,I'll Be There,Bobby Darin,3166,2,6786,12314,2880,Rock,
3530,Ball Of Fire,Tommy James And The Shondells,16064,8,3531,12307,2883,Rock,
1796,True Love Never Runs Smooth,Gene Pitney,19994,11,1797,12303,2885,Rock,
3202,Puppet Man,The 5th Dimension,16688,8,3203,12246,2889,Rock,
185,Walkin' In The Rain,Jay & The Americans,30068,15,186,12246,2890,Rock,
1057,What About Us,The Coasters,22424,10,1058,12234,2891,Rock,
