song,artist,lastfm_count,new_popularity
Little Things Mean A Lot,Joni James,28799.0,2025
I Got You Babe,Etta James,28766.0,2026
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,28760.0,2027
Day Is Done,"Peter, Paul & Mary",28747.0,2028
Greetings (This Is Uncle Sam),The Monitors,28688.0,2029
When,Kalin Twins,28503.0,2030
Baby You Got It,Brenton Wood,28485.0,2031
Little Latin Lupe Lu,The Righteous Brothers,28462.0,2032
Everyone's Gone To The Moon,Jonathan King,28452.0,2033
Footsteps,Steve Lawrence,28438.0,2034
Killer Joe,Quincy Jones,28391.0,2035
He Touched Me,Barbra Streisand,28331.0,2036
Not Too Young To Get Married,Bob B. Soxx And The Blue Jeans,28330.0,2037
What's It Gonna Be,Dusty Springfield,28322.0,2038
No One,Ray Charles,28316.0,2039
Coo Coo,Big Brother & The Holding Company,28314.0,2040
Crawling Back,Roy Orbison,28311.0,2041
I Got A Sure Thing,Ollie & The Nightingales,28295.0,2042
This Girl's In Love With You,Dionne Warwick,28245.0,2043
Poor Side Of Town,Johnny Rivers,28216.0,2044
French Foreign Legion,Frank Sinatra,28191.0,2045
Rainbow,The Marmalade,28157.0,2046
Werewolf,The Frantics,28099.0,2047
Love Attack,James Carr,28038.0,2048
I Just Can't Help Believing,B.J. Thomas,27962.0,2049
Mame,Louis Armstrong,27949.0,2050
Nothing's Too Good For My Baby,Stevie Wonder,27914.0,2051
Papa-Oom-Mow-Mow,The Rivingtons,27907.0,2052
Mona Lisa,Conway Twitty,27853.0,2053
The Ballad Of The Green Berets,SSgt Barry Sadler,27851.0,2054
Lovers Who Wander,Dion,27765.0,2055
Concrete And Clay,Unit Four plus Two,27738.0,2056
If I Were A Carpenter,Johnny Cash & June Carter,27655.0,2057
Ninety-Nine And A Half (Won't Do),Wilson Pickett,27608.0,2058
So Fine,The Fiestas,27601.0,2059
Point Panic,The Surfaris,27588.0,2060
Early In The Morning,Vanity Fare,27548.0,2061
Love (Makes Me Do Foolish Things),Martha & The Vandellas,27545.0,2062
Dum Dum,Brenda Lee,27513.0,2063
All That I Am,Elvis Presley With The Jordanaires,27494.0,2064
Am I That Easy To Forget,Engelbert Humperdinck,27484.0,2065
"Turn Around, Look At Me",The Vogues,27452.0,2066
What's Your Name,Don & Juan,27394.0,2067
I Just Don't Know What To Do With Myself,Dionne Warwick,27390.0,2068
The Angels Listened In,The Crests,27366.0,2069
When A Boy Falls In Love,Sam Cooke,27340.0,2070
I'm Ready For Love,Martha & The Vandellas,27336.0,2071
Charade,Henry Mancini And His Orchestra,27326.0,2072
I Have A Boyfriend,The Chiffons,27318.0,2073
Come On Over To My Place,The Drifters,27251.0,2074
This Girl Is A Woman Now,Gary Puckett And The Union Gap,27235.0,2075
"Run, Run, Run",The Third Rail,27196.0,2076
Right Or Wrong,Wanda Jackson,27196.0,2077
Help Me Girl,Eric Burdon & The Animals,27111.0,2078
Trying To Make A Fool Of Me,The Delfonics,27088.0,2079
Nothing But Heartaches,The Supremes,27044.0,2080
Someday Soon,Judy Collins,26922.0,2081
Baby Don't You Do It,Marvin Gaye,26907.0,2082
Since I Fell For You,Lenny Welch,26903.0,2083
Dreams Of The Everyday Housewife,Glen Campbell,26883.0,2084
Your Cheating Heart,Ray Charles,26844.0,2085
It's Nice To Be With You,The Monkees,26841.0,2086
Tapioca Tundra,The Monkees,26800.0,2087
Why Pick On Me,The Standells,26794.0,2088
See See Rider,Eric Burdon & The Animals,26761.0,2089
Yesterday's Dreams,Four Tops,26753.0,2090
Walk Away,Matt Monro,26749.0,2091
Won't Be Long,Aretha Franklin with the Ray Bryant Combo,26741.0,2092
I'll Say Forever My Love,Jimmy Ruffin,26694.0,2093
I Need Somebody,? (Question Mark) & The Mysterians,26628.0,2094
This Time Of The Year,Brook Benton,26548.0,2095
Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,26495.0,2096
Open The Door To Your Heart,Darrell Banks,26471.0,2097
I Love You Because,Al Martino,26454.0,2098
Indian Giver,1910 Fruitgum Co.,26396.0,2099
Emotions,Brenda Lee,26388.0,2100
Try A Little Kindness,Glen Campbell,26369.0,2101
Dear Heart,Jack Jones,26368.0,2102
Is It True,Brenda Lee,26356.0,2103
This Door Swings Both Ways,Herman's Hermits,26287.0,2104
The Hucklebuck,Chubby Checker,26279.0,2105
Blue Blue Day,Don Gibson,26261.0,2106
Can Your Monkey Do The Dog,Rufus Thomas,26258.0,2107
Little Boy,The Crystals,26243.0,2108
One More Heartache,Marvin Gaye,26236.0,2109
Try It Baby,Marvin Gaye,26221.0,2110
My Wish Came True,Elvis Presley With The Jordanaires,26197.0,2111
Come On And See Me,Tammi Terrell,26136.0,2112
Needles And Pins,Jackie DeShannon,26136.0,2113
Funky Street,Arthur Conley,26087.0,2114
Look In My Eyes,The Chantels,25998.0,2115
Someday Man,The Monkees,25964.0,2116
Love Or Let Me Be Lonely,The Friends Of Distinction,25946.0,2117
Angel Baby,Dean Martin,25943.0,2118
Adios Amigo,Jim Reeves,25919.0,2119
Tell Me Why,Elvis Presley With The Jordanaires,25875.0,2120
Telstar,The Tornadoes,25820.0,2121
The Fool On The Hill,Sergio Mendes & Brasil '66,25808.0,2122
Cover Me,Percy Sledge,25793.0,2123
She Is Still A Mystery,The Lovin' Spoonful,25786.0,2124
That's The Way God Planned It,Billy Preston,25770.0,2125
She's Lookin' Good,Wilson Pickett,25732.0,2126
The Witch,The Rattles,25730.0,2127
Shake,Shadows Of Knight,25721.0,2128
U.S. Male,Elvis Presley With The Jordanaires,25715.0,2129
Going To The Country,The Steve Miller Band,25701.0,2130
Ride Away,Roy Orbison,25688.0,2131
Come To Me,Marv Johnson,25630.0,2132
Together,Connie Francis,25622.0,2133
Little Boy Sad,Johnny Burnette,25538.0,2134
Johnny Get Angry,Joanie Sommers,25513.0,2135
I'm Gonna Get Married,Lloyd Price,25472.0,2136
Let's Go Trippin',Dick Dale and The Del-Tones,25465.0,2137
Goodnight,Roy Orbison,25459.0,2138
Love Eyes,Nancy Sinatra,25456.0,2139
Endless Sleep,Jody Reynolds,25437.0,2140
Skinny Legs And All,Joe Tex,25434.0,2141
The Dog,Rufus Thomas,25380.0,2142
Lonely Teenager,Dion,25357.0,2143
All Grown Up,The Crystals,25317.0,2144
Don't Fight It,Wilson Pickett,25312.0,2145
You've Been Cheatin',The Impressions,25268.0,2146
Stand By Your Man,Candi Staton,25235.0,2147
Baby Scratch My Back,Slim Harpo,25202.0,2148
Lovesick Blues,Frank Ifield,25172.0,2149
Losing You,Brenda Lee,25165.0,2150
Dancin' Party,Chubby Checker,25158.0,2151
When You Walk In The Room,Jackie DeShannon,25111.0,2152
The Three Bells,The Browns,25106.0,2153
Don't Talk To Strangers,The Beau Brummels,25070.0,2154
Selfish One,Jackie Ross,25030.0,2155
Rosanna's Going Wild,Johnny Cash,25006.0,2156
Cry,Ray Charles,24981.0,2157
Girls Are Out To Get You,The Fascinations,24971.0,2158
Little Bit O' Soul,The Music Explosion,24958.0,2159
Ooh Baby,Bo Diddley,24929.0,2160
Red Red Wine,Neil Diamond,24928.0,2161
Fly Me To The Moon,Bobby Womack,24921.0,2162
Dance On Little Girl,Paul Anka,24901.0,2163
Imagine That,Patsy Cline,24896.0,2164
Sidewalk Surfin',Jan & Dean,24890.0,2165
Hey Joe,Wilson Pickett,24855.0,2166
Trouble In Mind,Aretha Franklin,24850.0,2167
Does Your Mama Know About Me,Bobby Taylor & The Vancouvers,24833.0,2168
Drag City,Jan & Dean,24815.0,2169
The Price,Solomon Burke,24805.0,2170
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,24793.0,2171
You're Good For Me,Solomon Burke,24748.0,2172
Who Do You Love,Quicksilver Messenger Service,24649.0,2173
Think It Over,The Crickets,24638.0,2174
When Joanna Loved Me,Tony Bennett,24575.0,2175
That's All You Gotta Do,Brenda Lee,24504.0,2176
Lemon Tree,Trini Lopez,24493.0,2177
Steal Away,Jimmy Hughes,24451.0,2178
I'm The One,Gerry And The Pacemakers,24417.0,2179
Soul Dance Number Three,Wilson Pickett,24410.0,2180
Funny Familiar Forgotten Feelings,Tom Jones,24396.0,2181
Papa's Got A Brand New Bag,Otis Redding,24385.0,2182
I'm Gonna Be Strong,Gene Pitney,24378.0,2183
Friendship Train,Gladys Knight And The Pips,24377.0,2184
Make Me Your Baby,Barbara Lewis,24297.0,2185
"Softly, As I Leave You",Frank Sinatra,24292.0,2186
Can't Help Falling In Love,Andy Williams,24252.0,2187
Ten Commandments,Prince Buster,24237.0,2188
Anna (Go To Him),Arthur Alexander,24219.0,2189
Look Of Love,Lesley Gore,24196.0,2190
I've Been Loving You Too Long,Ike & Tina Turner,24185.0,2191
Les Bicyclettes De Belsize,Engelbert Humperdinck,24151.0,2192
Don't Worry,Marty Robbins,24149.0,2193
In The Still Of The Night,Dion & The Belmonts,24135.0,2194
Searching For My Love,Bobby Moore And The Rhythm Aces,24051.0,2195
"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,24048.0,2196
Je T'Aime...Moi Non Plus,Jane Birkin  Serge Gainsbourg,24042.0,2197
Little Arrows,Leapy Lee,24036.0,2198
(There's) Always Something There To Remind Me,Dionne Warwick,24025.0,2199
"That Sunday, That Summer",Nat King Cole,24023.0,2200
Dear Dad,Chuck Berry,24018.0,2201
Make It Easy On Yourself,Jerry Butler,24018.0,2202
Everybody,Tommy Roe,24016.0,2203
Follow Me,Lyme & Cybelle,24010.0,2204
You've Made Me So Very Happy,Lou Rawls,24000.0,2205
Alligator Bogaloo,Lou Donaldson,23965.0,2206
Nobody But You Babe,Clarence Reid,23955.0,2207
The Fly,Chubby Checker,23954.0,2208
Sway,Bobby Rydell,23949.0,2209
Swingin' School,Bobby Rydell,23935.0,2210
Six Boys And Seven Girls,Anita Bryant,23883.0,2211
Your Unchanging Love,Marvin Gaye,23875.0,2212
It's-A-Happening,The Magic Mushrooms,23873.0,2213
Reveille Rock,Johnny And The Hurricanes,23842.0,2214
18 Yellow Roses,Bobby Darin,23803.0,2215
I Won't Forget You,Jim Reeves,23734.0,2216
Do-Re-Mi,Anita Bryant,23701.0,2217
Do-Wacka-Do,Roger Miller,23699.0,2218
Tiger,Fabian,23640.0,2219
Lowdown Popcorn,James Brown,23614.0,2220
What Is A Man,Four Tops,23564.0,2221
Sweeter Than You,Ricky Nelson,23491.0,2222
My Special Angel,The Vogues,23475.0,2223
Little Green Apples,Roger Miller,23433.0,2224
The Little Black Egg,The Nightcrawlers,23425.0,2225
Bama Lama Bama Loo,Little Richard,23378.0,2226
Better Use Your Head,Little Anthony And The Imperials,23322.0,2227
Forever,The Marvelettes,23304.0,2228
Tip-Toe Thru' The Tulips With Me,Tiny Tim,23253.0,2229
Don't Hang Up,The Orlons,23194.0,2230
Mule Skinner Blues,The Fendermen,23184.0,2231
Kansas City Star,Roger Miller,23180.0,2232
Temptation,The Everly Brothers,23179.0,2233
Get Into Something,The Isley Brothers,23170.0,2234
Take Good Care Of My Baby,Bobby Vinton,23158.0,2235
Are You A Boy Or Are You A Girl,The Barbarians,23134.0,2236
Young Boy Blues,Ben E. King,23110.0,2237
I Still Get Jealous,Joni James,23088.0,2238
I Can't Stop Dancing,Archie Bell & The Drells,22982.0,2239
The In Crowd,Dobie Gray,22959.0,2240
"Run, Run, Run",The Gestures,22943.0,2241
(The Man Who Shot) Liberty Valance,Gene Pitney,22928.0,2242
Be True To Yourself,Bobby Vee,22924.0,2243
Sound Asleep,The Turtles,22904.0,2244
I've Gotta Be Me,Sammy Davis Jr.,22899.0,2245
Baja,The Astronauts,22858.0,2246
I Go Ape,Neil Sedaka,22836.0,2247
Never Give You Up,Jerry Butler,22788.0,2248
Live,The Merry-Go-Round,22719.0,2249
Love Is A Hurtin' Thing,Lou Rawls,22688.0,2250
You Talk Too Much,Joe Jones,22686.0,2251
Love Me Warm And Tender,Paul Anka,22686.0,2252
I'll Always Love You,The Spinners,22686.0,2253
I'm Livin' In Shame,Diana Ross & The Supremes,22686.0,2254
The Enchanted Sea,The Exotic Sounds of Martin Denny,22655.0,2255
Scotch And Soda,The Kingston Trio,22645.0,2256
Mississippi,John Phillips,22632.0,2257
It's Gonna Be Alright,Gerry And The Pacemakers,22517.0,2258
Trouble In Paradise,The Crests,22480.0,2259
People Say,The Dixie Cups,22470.0,2260
Neanderthal Man,Hotlegs,22408.0,2261
Over And Over,The Dave Clark Five,22406.0,2262
The Way It Used To Be,Engelbert Humperdinck,22394.0,2263
Somebody Loves You,The Delfonics,22354.0,2264
Take This Heart Of Mine,Marvin Gaye,22333.0,2265
Here I Am Baby,The Marvelettes,22331.0,2266
It's Good News Week,Hedgehoppers Anonymous,22297.0,2267
Kiss Me Goodbye,Petula Clark,22281.0,2268
Looking For A Fox,Clarence Carter,22270.0,2269
Go Back,Crabby Appleton,22265.0,2270
You Better Move On,Arthur Alexander,22227.0,2271
Secretly,Jimmie Rodgers,22210.0,2272
Just Look What You've Done,Brenda Holloway,22138.0,2273
City Lights,Ray Price,22127.0,2274
The Door Is Still Open To My Heart,Dean Martin,22111.0,2275
Fever,The McCoys,22094.0,2276
Born To Wander,Rare Earth,22067.0,2277
I Want To Be Wanted,Brenda Lee,22061.0,2278
When You Get Right Down To It,The Delfonics,22045.0,2279
Cradle Of Love,Johnny Preston,22033.0,2280
Love Makes The World Go Round,Deon Jackson,22020.0,2281
How Can I Be Sure,The Young Rascals,21993.0,2282
One By One,Blues Magoos,21972.0,2283
Come On Down To My Boat,Every Mothers' Son,21932.0,2284
A Love Of My Own,Carla Thomas,21923.0,2285
All About My Girl,Jimmy McGriff,21921.0,2286
Red Sails In The Sunset,Fats Domino,21910.0,2287
Oh No Not My Baby,Maxine Brown,21892.0,2288
What Kind Of Fool Am I,Sammy Davis Jr.,21883.0,2289
I Got Rhythm,The Happenings,21880.0,2290
Everybody Loves A Winner,William Bell,21856.0,2291
Kiddio,Brook Benton,21703.0,2292
Taste Of Honey,Herb Alpert & The Tijuana Brass,21692.0,2293
We'll Sing In The Sunshine,Gale Garnett,21593.0,2294
Knucklehead,Bar-Kays,21586.0,2295
Blue Shadows,B.B. King,21575.0,2296
The Way You Look Tonight,The Lettermen,21573.0,2297
Mrs. Robinson,Booker T. & The MG's,21557.0,2298
You're The Reason I'm Living,Bobby Darin,21520.0,2299
See Ruby Fall,Johnny Cash,21508.0,2300
Michael,The Highwaymen,21507.0,2301
Nothing Takes The Place Of You,Toussaint McCall,21481.0,2302
Just Dropped In (To See What Condition My Condition Was In),The First Edition,21463.0,2303
You're Nobody 'Til Somebody Loves You,Dinah Washington,21426.0,2304
Things I Should Have Said,The Grass Roots,21412.0,2305
The Rapper,The Jaggerz,21399.0,2306
Buckaroo,Buck Owens and The Buckaroos,21344.0,2307
Moon River,Jerry Butler,21268.0,2308
Please Love Me Forever,Bobby Vinton,21208.0,2309
Workin' On A Groovy Thing,The 5th Dimension,21207.0,2310
Willow Weep For Me,Chad & Jeremy,21165.0,2311
Sweet Feeling,Candi Staton,21151.0,2312
May The Bird Of Paradise Fly Up Your Nose,Little Jimmy Dickens,21139.0,2313
Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,21135.0,2314
Ballad Of The Alamo,Marty Robbins,21134.0,2315
Love In The City,The Turtles,21098.0,2316
I Turned You On,The Isley Brothers,21081.0,2317
Bongo Rock,Preston Epps,21049.0,2318
Together,The Intruders,21045.0,2319
Memphis,Lonnie Mack,21023.0,2320
"Run, Run, Run",The Supremes,20986.0,2321
I Can't Believe You Love Me,Tammi Terrell,20981.0,2322
When Tomorrow Comes,Carla Thomas,20964.0,2323
Only The Lonely (Know How I Feel),Roy Orbison,20956.0,2324
Am I Losing You,Jim Reeves,20954.0,2325
Strange I Know,The Marvelettes,20896.0,2326
"Season Of The Witch, Pt. 1",Vanilla Fudge,20854.0,2327
Gonzo,James Booker,20831.0,2328
Don't You Know,Della Reese,20813.0,2329
Out Of Left Field,Percy Sledge,20757.0,2330
Make It Easy On Yourself,Dionne Warwick,20708.0,2331
California Nights,Lesley Gore,20703.0,2332
My Baby,The Temptations,20687.0,2333
In My Lonely Room,Martha & The Vandellas,20679.0,2334
Heaven Knows,The Grass Roots,20668.0,2335
Harlem Nocturne,The Viscounts,20656.0,2336
Hold Me,P.J. Proby,20635.0,2337
Midnight Cowboy,Ferrante & Teicher,20619.0,2338
Ma Belle Amie,The Tee Set,20607.0,2339
Little Marie,Chuck Berry,20597.0,2340
A Man Needs A Woman,James Carr,20553.0,2341
This Is All I Ask,Tony Bennett,20541.0,2342
Pop-Eye Stroll,Mar-Keys,20534.0,2343
See See Rider,LaVern Baker,20531.0,2344
The Race Is On,Jack Jones,20511.0,2345
Dream,Etta James,20473.0,2346
The Diary,Neil Sedaka,20463.0,2347
Choice Of Colors,The Impressions,20446.0,2348
Jealous Heart,Connie Francis,20430.0,2349
Funny Girl,Barbra Streisand,20420.0,2350
Surfer Joe,The Surfaris,20387.0,2351
I Got A Feeling,Ricky Nelson,20357.0,2352
Something,Booker T. & The MG's,20344.0,2353
Breakin' In A Brand New Broken Heart,Connie Francis,20336.0,2354
I'll Be There,Gerry And The Pacemakers,20327.0,2355
Steal Away,Johnnie Taylor,20305.0,2356
Holy Cow,Lee Dorsey,20297.0,2357
If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",20293.0,2358
Like Strangers,The Everly Brothers,20270.0,2359
I Saw Linda Yesterday,Dickey Lee,20263.0,2360
Raw-Hide,Link Wray And The Wraymen,20253.0,2361
Go Now!,The Moody Blues,20237.0,2362
Montego Bay,Bobby Bloom,20225.0,2363
California Soul,The 5th Dimension,20159.0,2364
No Matter What Sign You Are,Diana Ross & The Supremes,20145.0,2365
Jump Back,Rufus Thomas,20120.0,2366
You Can't Judge A Book By The Cover,Bo Diddley,20092.0,2367
Plenty Good Lovin',Connie Francis,20078.0,2368
Pocketful Of Miracles,Frank Sinatra,20059.0,2369
A Worried Man,The Kingston Trio,20050.0,2370
Love Of My Life,The Everly Brothers,20026.0,2371
It's My Thing (You Can't Tell Me Who To Sock It To),Marva Whitney,19973.0,2372
Judy,Elvis Presley,19962.0,2373
Pretend,Carl Mann,19961.0,2374
Stormy Monday Blues,Bobby Bland,19944.0,2375
Why? (Am I Treated So Bad),The Staple Singers,19918.0,2376
Take Me For What I'm Worth,The Searchers,19893.0,2377
Never Going Back,The Lovin' Spoonful,19881.0,2378
Days Of Wine And Roses,Andy Williams,19859.0,2379
Blue Winter,Connie Francis,19779.0,2380
Blue Moon,The Ventures,19737.0,2381
Shake A Tail Feather,James & Bobby Purify,19735.0,2382
Endlessly,Brook Benton,19683.0,2383
I Think I'm Gonna Kill Myself,Buddy Knox,19670.0,2384
I'm Yours,Elvis Presley,19660.0,2385
I Hear You Knocking,Fats Domino,19647.0,2386
Caravan,Santo & Johnny,19637.0,2387
Baby What You Want Me To Do,Etta James,19623.0,2388
God Bless America,Connie Francis,19607.0,2389
My Home Town,Paul Anka,19602.0,2390
San-Ho-Zay,Freddy King,19571.0,2391
That's Enough,Rosco Robinson,19568.0,2392
Honey Chile,Martha Reeves & The Vandellas,19553.0,2393
Sun Arise,Rolf Harris,19535.0,2394
On A Saturday Night,Eddie Floyd,19527.0,2395
I'll Bring It Home To You,Carla Thomas,19434.0,2396
The Gypsy Cried,Lou Christie,19425.0,2397
Susan,The Buckinghams,19416.0,2398
"Julie, Do Ya Love Me",Bobby Sherman,19394.0,2399
Theme For Young Lovers,Percy Faith And His Orchestra,19380.0,2400
Open Up Your Door,Richard And The Young Lions,19376.0,2401
Shoppin' For Clothes,The Coasters,19370.0,2402
Inside-Looking Out,The Animals,19370.0,2403
Stranger In Town,Del Shannon,19348.0,2404
A Little Bit Of Soap,The Jarmels,19269.0,2405
Who Do You Love,The Sapphires,19259.0,2406
It Should Have Been Me,Gladys Knight And The Pips,19228.0,2407
Tracy,The Cuff Links,19222.0,2408
"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,19197.0,2409
Lovers Never Say Goodbye,The Flamingos,19163.0,2410
Let The Heartaches Begin,Long John Baldry,19148.0,2411
When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,19141.0,2412
Saved,LaVern Baker,19134.0,2413
You Don't Have To Be A Baby To Cry,The Caravelles,19130.0,2414
Let's Get Together,Hayley Mills and Hayley Mills,19119.0,2415
What Have They Done To The Rain,The Searchers,19089.0,2416
For What It's Worth,The Staple Singers,19085.0,2417
Everybody Loves Me But You,Brenda Lee,19070.0,2418
Ask Me,Elvis Presley With The Jordanaires,19062.0,2419
I'm Leaving It Up To You,Dale & Grace,19047.0,2420
Wheels,The String-A-Longs,19040.0,2421
Kissin' Time,Bobby Rydell,19036.0,2422
Girl Watcher,The O'Kaysions,18993.0,2423
This I Swear,The Skyliners,18990.0,2424
Cherry Hill Park,Billy Joe Royal,18989.0,2425
Willie And The Hand Jive,The Johnny Otis Show,18977.0,2426
Big John,The Shirelles,18956.0,2427
California Earthquake,Mama Cass,18949.0,2428
Letter Full Of Tears,Gladys Knight And The Pips,18941.0,2429
Get On Up,The Esquires,18928.0,2430
The Green Leaves Of Summer,The Brothers Four,18908.0,2431
Jingle Jangle,The Archies,18900.0,2432
Color Him Father,The Winstons,18893.0,2433
There Goes (My Heart Again),Fats Domino,18884.0,2434
What You Gave Me,Marvin Gaye & Tammi Terrell,18862.0,2435
"Yeh, Yeh",Georgie Fame And The Blue Flames,18856.0,2436
When My Little Girl Is Smiling,The Drifters,18843.0,2437
Yester Love,Smokey Robinson & The Miracles,18804.0,2438
We Can Fly,The Cowsills,18772.0,2439
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,18769.0,2440
Do Something To Me,Tommy James And The Shondells,18763.0,2441
Ramblin' Gamblin' Man,Bob Seger System,18750.0,2442
Cry Baby,Garnet Mimms & The Enchanters,18739.0,2443
I Wonder,Brenda Lee,18714.0,2444
I Cried A Tear,LaVern Baker,18681.0,2445
You've Got To Hide Your Love Away,The Silkie,18612.0,2446
Hardhearted Hannah,Ray Charles,18547.0,2447
A Thing Of The Past,The Shirelles,18505.0,2448
Tony Rome,Nancy Sinatra,18474.0,2449
Full Measure,The Lovin' Spoonful,18455.0,2450
With This Ring,The Platters,18444.0,2451
I'm Blue (The Gong-Gong Song),The Ikettes,18432.0,2452
He Made A Woman Out Of Me,Bobbie Gentry,18399.0,2453
The Tracks Of My Tears,Johnny Rivers,18369.0,2454
My Baby Must Be A Magician,The Marvelettes,18366.0,2455
96 Tears,Big Maybelle,18362.0,2456
Fifteen Years Ago,Conway Twitty,18306.0,2457
Can't You See That She's Mine,The Dave Clark Five,18249.0,2458
Are You There (With Another Girl),Dionne Warwick,18235.0,2459
When I Die,Motherlode,18225.0,2460
Take Care Of Your Homework,Johnnie Taylor,18217.0,2461
The Sun Ain't Gonna Shine (Anymore),The Walker Bros.,18217.0,2462
Go Away From My World,Marianne Faithfull,18204.0,2463
Witchcraft,Elvis Presley With The Jordanaires,18199.0,2464
Norman,Sue Thompson,18184.0,2465
Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,18121.0,2466
Operator,Brenda Holloway,18107.0,2467
Gimme Gimme Good Lovin',Crazy Elephant,18090.0,2468
Not Responsible,Tom Jones,18088.0,2469
Four Strong Winds,Bobby Bare,18080.0,2470
Let Me In,The Sensations,18055.0,2471
Never On Sunday,The Chordettes,18052.0,2472
Hey Little Cobra,The Rip Chords,18040.0,2473
Misty,Groove Holmes,18032.0,2474
Put Your Head On My Shoulder,The Lettermen,18027.0,2475
I Can't Believe That You've Stopped Loving Me,Charley Pride,18022.0,2476
Adam And Eve,Paul Anka,18022.0,2477
Lucifer,Bob Seger System,18005.0,2478
Soulville,Aretha Franklin,17966.0,2479
Single Girl,Sandy Posey,17957.0,2480
Just A Little Too Much,Ricky Nelson,17947.0,2481
"Tonight My Love, Tonight",Paul Anka,17936.0,2482
Please Return Your Love To Me,The Temptations,17934.0,2483
Windy,Wes Montgomery,17919.0,2484
Hey! Little Girl,Del Shannon,17917.0,2485
Forever Came Today,Diana Ross & The Supremes,17895.0,2486
"How Does That Grab You, Darlin'?",Nancy Sinatra,17860.0,2487
When You Wish Upon A Star,Dion & The Belmonts,17829.0,2488
Beaucoups Of Blues,Ringo Starr,17825.0,2489
The Chokin' Kind,Joe Simon,17818.0,2490
Born Free,Roger Williams,17815.0,2491
Everybody Loves A Lover,The Shirelles,17809.0,2492
Like An Old Time Movie,Scott McKenzie,17777.0,2493
Lonely Man,Elvis Presley With The Jordanaires,17751.0,2494
Blame It On The Bossa Nova,Eydie Gorme,17714.0,2495
My Cup Runneth Over,Ed Ames,17704.0,2496
Drownin' My Sorrows,Connie Francis,17687.0,2497
A House Is Not A Home,Brook Benton,17677.0,2498
Somebody's Sleeping In My Bed,Johnnie Taylor,17617.0,2499
How Sweet It Is To Be Loved By You,Marvin Gaye,17614.0,2500
Exodus,Eddie Harris,17610.0,2501
Washington Square,The Village Stompers,17595.0,2502
Broken-Hearted Melody,Sarah Vaughan,17556.0,2503
"Easy Come, Easy Go",Bobby Sherman,17554.0,2504
See You In September,The Tempos,17544.0,2505
The Entertainer,Tony Clarke,17529.0,2506
Boss,The Rumblers,17487.0,2507
Buying A Book,Joe Tex,17473.0,2508
Bossa Nova U.S.A.,The Dave Brubeck Quartet,17458.0,2509
Maria,Johnny Mathis,17429.0,2510
Taboo,Arthur Lyman,17386.0,2511
Shotgun,Vanilla Fudge,17384.0,2512
Don't Cry No More,Bobby Bland,17348.0,2513
The Tijuana Jail,The Kingston Trio,17335.0,2514
Funny Feeling,The Delfonics,17332.0,2515
Only In America,Jay & The Americans,17318.0,2516
Forget Domani,Connie Francis,17283.0,2517
Big Man,The Four Preps,17282.0,2518
Goodbye Baby (Baby Goodbye),Solomon Burke,17278.0,2519
Keep On Dancing,The Gentrys,17264.0,2520
When The Saints Go Marching In,Fats Domino,17257.0,2521
Invitation To The Blues,Ray Price,17252.0,2522
Remember When,The Platters,17236.0,2523
That Girl Belongs To Yesterday,Gene Pitney,17234.0,2524
Miller's Cave,Bobby Bare,17212.0,2525
There Is,The Dells,17196.0,2526
Money,The Lovin' Spoonful,17188.0,2527
The Nitty Gritty,Gladys Knight And The Pips,17161.0,2528
Bless You,Tony Orlando,17144.0,2529
Talk That Talk,Jackie Wilson,17115.0,2530
We Got Love,Bobby Rydell,17114.0,2531
"Eight Men, Four Women",O.V. Wright,17071.0,2532
The Moon Was Yellow,Frank Sinatra,17060.0,2533
"Baby, Come Back",The Equals,17041.0,2534
Girls Can't Do What The Guys Do,Betty Wright,17039.0,2535
Too Many Rules,Connie Francis,17024.0,2536
Gotta Have Your Love,The Sapphires,16989.0,2537
Batman Theme,The Marketts,16977.0,2538
You Can Depend On Me,Brenda Lee,16975.0,2539
Guaglione,Perez Prado And His Orchestra,16971.0,2540
Baby I Need Your Lovin',Johnny Rivers,16957.0,2541
Hooray For Hazel,Tommy Roe,16939.0,2542
Your Other Love,Connie Francis,16935.0,2543
"Cara, Mia",Jay & The Americans,16927.0,2544
The Other Man's Grass Is Always Greener,Petula Clark,16912.0,2545
Here Comes The Judge,Shorty Long,16898.0,2546
I Wanna Love Him So Bad,The Jelly Beans,16891.0,2547
Boo Boo Stick Beat,Chet Atkins,16872.0,2548
"Tonite, Tonite",Mello-Kings,16866.0,2549
A Lover's Question,Otis Redding,16853.0,2550
Born To Be Wild,Wilson Pickett,16831.0,2551
Spanish Nights And You,Connie Francis,16806.0,2552
Some Things You Never Get Used To,Diana Ross & The Supremes,16795.0,2553
"Mercy, Mercy, Mercy",Marlena Shaw,16791.0,2554
The Wedding Cake,Connie Francis,16770.0,2555
