song,artist,lastfm_count,new_popularity
Kansas City (Hey-Hey-Hey-Hey),Little Richard,55.0,7478
Mellow Yellow,Senator Bobby & Senator McKinley,55.0,7479
Peanuts (La Cacahuata),The Sunglows,55.0,7480
Pin The Tail On The Donkey,Paul Peek,55.0,7481
The Whistling Organ,Dave 'Baby' Cortez,55.0,7482
Preacherman,Charlie Russo,55.0,7483
I Didn't Know What Time It Was,The Crampton Sisters,54.0,7484
Don't Be A Drop-Out,James Brown And The Famous Flames,54.0,7485
Baby Don't Take Your Love,"Faith, Hope And Charity",54.0,7486
On Top Of Spaghetti,Tom Glazer And The Do-Re-Mi Children's Chorus,54.0,7487
Gee,George Hamilton IV,54.0,7488
You Know It Ain't Right,Joe Hinton,54.0,7489
I Started Loving You Again,Al Martino,53.0,7490
A Happy Guy,Rick Nelson,53.0,7491
Happy Vacation,Jackie Lee,53.0,7492
Pineapple Princess,Annette With The Afterbeats,53.0,7493
It's Only The Beginning,The Kalin Twins,53.0,7494
I Could Be So Happy,The Magnificent Men,53.0,7495
Let A Man Come In And Do The Popcorn (Part One),James Brown,53.0,7496
I Think I Love You Again,Brenda Lee,52.0,7497
I Need You So,Chuck Jackson & Maxine Brown,52.0,7498
Tonight (Could Be The Night),The Velvets featuring Virgil Johnson,52.0,7499
Got To Believe In Love,Robin McNamara,52.0,7500
Who Will Answer?,Ed Ames,52.0,7501
The Little Boy,Tony Bennett,52.0,7502
Two Different Worlds,Lenny Welch,52.0,7503
Goodnight Irene,Billy Williams,52.0,7504
For What It's Worth,King Curtis & The Kingpins,52.0,7505
Real Live Girl,Steve Alaimo,52.0,7506
Tonight I Won't Be There,Adam Wade,51.0,7507
Puffin' On Down The Track,Hugh Masekela,51.0,7508
Amy,Paul Petersen,51.0,7509
Just Seventeen,The Raiders,51.0,7510
California Girl (And The Tennessee Square),Tompall & The Glaser Brothers,51.0,7511
Apple Of My Eye,Roy Head And The Traits,51.0,7512
Then She's A Lover,Roy Clark,51.0,7513
"Yes, I'm Lonesome Tonight",Thelma Carpenter,51.0,7514
Who's Afraid Of Virginia Woolf? (Part I),Jimmy Smith,50.0,7515
Glory Of Love,Don Gardner And Dee Dee Ford,50.0,7516
Chitty Chitty Bang Bang,Paul Mauriat,50.0,7517
Groovin' With Mr. Bloe,Cool Heat,50.0,7518
The Charleston,Ernie Fields,50.0,7519
Tell Me Mamma,Christine Quaite,50.0,7520
My Time For Cryin',Maxine Brown,49.0,7521
"My Wife, The Dancer",Eddie & Dutch,49.0,7522
On A Clear Day You Can See Forever,Johnny Mathis,49.0,7523
B'wa Nina (Pretty Girl),The Tokens,49.0,7524
If I'm A Fool For Loving You,Bobby Wood,49.0,7525
They Don't Make Love Like They Used To,Eddy Arnold,49.0,7526
If Love Is In Your Heart,Friend And Lover,49.0,7527
The Bird Man,The Highwaymen,49.0,7528
Little Serenade,The Ames Brothers,49.0,7529
Igmoo (The Pride Of South Central High),Stonewall Jackson,49.0,7530
Gotta Lotta Love,Steve Alaimo,48.0,7531
Moon Walk Part 1,Joe Simon,48.0,7532
Around The Corner,The Duprees,48.0,7533
Flamingo L'Amore,The Gaylords,48.0,7534
Guess I've Been Around Too Long,Carl Smith,48.0,7535
Happy Jose (Ching-Ching),Jack Ross,47.0,7536
Don't Read The Letter,Patti Page,47.0,7537
Three Steps From The Altar,Shep And The Limelites,47.0,7538
One Eye Open,The Maskman & The Agents,46.0,7539
Chip Off The Old Block,Eddy Arnold,46.0,7540
I Found Love,Jackie Wilson & Linda Hopkins,46.0,7541
This Bitter Earth,The Satisfactions,46.0,7542
Lonely Drifter,Pieces Of Eight,46.0,7543
"Well-A, Well-A",Shirley & Lee,46.0,7544
The Wreck Of The John B,Jimmie Rodgers,46.0,7545
Lovedrops,Mickey & Sylvia,45.0,7546
Young And In Love,Chris Crosby,45.0,7547
"The 2,000 Pound Bee (Part 2)",The Ventures,45.0,7548
Where Have All Our Heroes Gone,Bill Anderson,45.0,7549
You Don't Love Me Anymore (And I Can Tell),Rick Nelson,45.0,7550
I Walk The Line,Jaye P. Morgan,44.0,7551
Ooh Poo Pah Doo - Part II,Jessie Hill,44.0,7552
Simpel Gimpel,Horst Jankowski,44.0,7553
My Bonnie (My Bonnie Lies Over The Ocean),The Beatles With Tony Sheridan,44.0,7554
Time To Get It Together,Country Coalition,44.0,7555
Happy Weekend,Dave Baby Cortez,44.0,7556
Funny,Gene McDaniels,44.0,7557
Love (I'm So Glad) I Found You,The Spinners,44.0,7558
The Little Drummer Boy,The Jack Halloran Singers,44.0,7559
Can't Get Over (The Bossa Nova),Eydie Gorme,43.0,7560
Máh-Ná-Mah-Ná,Piero Umiliani,43.0,7561
At The Shore,Johnny Caswell,43.0,7562
Nola,The Morgan Brothers,43.0,7563
Joe Joe Gunne,Chuck Berry,43.0,7564
I've Got A Woman (Part I),Jimmy McGriff,43.0,7565
For Your Love,The Wanderers,43.0,7566
Canadian Sunset,Sounds Orchestral,43.0,7567
Old Shep,Ralph DeMarco,43.0,7568
Gypsy Queen - Part 1,Gypsy,43.0,7569
History Repeats Itself,Cab Calloway,43.0,7570
The Boys' Night Out,Patti Page,43.0,7571
Ain't Doing Too Bad (Part 1),Bobby Bland,42.0,7572
Georgia Took Her Back,R.B. Greaves,42.0,7573
Groovin' (Out On Life),The Newbeats,42.0,7574
"You Can't Be True, Dear",Patti Page,42.0,7575
Young Wings Can Fly (Higher Than You Know),Ruby And The Romantics,42.0,7576
(When She Needs Good Lovin') She Comes To Me,The Chicago Loop,42.0,7577
Sweet And Lovely,April Stevens & Nino Tempo,42.0,7578
It's Not Easy,The Will-O-Bees,42.0,7579
We Belong Together,Jimmy Velvet,42.0,7580
The Float,Hank Ballard And The Midnighters,41.0,7581
The Lost Penny,Brook Benton,41.0,7582
When Will I Know,George Hamilton IV,41.0,7583
The Lights Of Tucson,Jim Campbell,41.0,7584
Up A Lazy River,Si Zentner And His Orchestra,41.0,7585
Look Homeward Angel,The Monarchs,41.0,7586
Hey You! Little Boo-Ga-Loo,Chubby Checker,41.0,7587
Love Machine,The O'Kaysions,41.0,7588
That's The Way I Want Our Love,Joe Simon,41.0,7589
"I Guess I'll Have To Cry, Cry, Cry",James Brown And The Famous Flames,40.0,7590
"Little Darling, I Need You",Marvin Gaye,40.0,7591
I Need Some One,The Belmonts,40.0,7592
A Girl Has To Know,The G-Clefs,40.0,7593
Graduation Day,Bobby Pickett,40.0,7594
Show Time,Detroit Emeralds,40.0,7595
Love Bug,Jack Jones,40.0,7596
Léah,Roy Orbison,40.0,7597
"Don't Be Afraid, Little Darlin'",Steve Lawrence,40.0,7598
Never Get Enough Of Your Love,"Oscar Toney, Jr.",40.0,7599
My Dreams,Brenda Lee,39.0,7600
Jamaica Ska,The Ska Kings,39.0,7601
Horse Fever,Cliff Nobles & Co.,39.0,7602
Dammit Isn't God's Last Name,Frankie Laine,39.0,7603
Change Of Heart,Dennis Yost And The Classics IV,39.0,7604
Let's Make Each Other Happy,The Illusion,38.0,7605
The Star-Spangled Banner,Jose Feliciano,38.0,7606
The Prophecy Of Daniel and John The Divine (Six-Six-Six),The Cowsills,38.0,7607
My Lucky Love,Doug Franklin with the Bluenotes,38.0,7608
Baby Get It (And Don't Quit It),Jackie Wilson,38.0,7609
A Taste Of Honey,Martin Denny and His Orchestra,38.0,7610
For He's A Jolly Good Fellow,Bobby Vinton,38.0,7611
Where Are You Going,Jerry Butler,38.0,7612
You Can't Sit Down Part 2,Philip Upchurch Combo,38.0,7613
Count Down,Dave Baby Cortez,38.0,7614
There Is No Greater Love,The Wanderers,38.0,7615
Come Back,Johnny Mathis,37.0,7616
(Doin' The) Lovers Leap,Webb Pierce,37.0,7617
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins,37.0,7618
Wiederseh'n,Al Martino,37.0,7619
Licking Stick - Licking Stick (Part 1),James Brown And The Famous Flames,37.0,7620
Back Up Train,Al Greene & The Soul Mate's,37.0,7621
The Same Old Me,Guy Mitchell,37.0,7622
It's All Over Now,Casinos,37.0,7623
"If You Really Want Me To, I'll Go",The Ron-Dels,36.0,7624
Have Mercy Baby,James Brown And The Famous Flames,36.0,7625
I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,36.0,7626
Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,36.0,7627
Bring It Up,James Brown And The Famous Flames,36.0,7628
Give A Woman Love,Bobbi Martin,36.0,7629
Why? (Am I Treated So Bad),Cannonball Adderley,36.0,7630
The Walls Have Ears,Patti Page,36.0,7631
Country Girl - City Man,Billy Vera & Judy Clay,36.0,7632
You'll Answer To Me,Patti Page,36.0,7633
"Baby, You're Driving Me Crazy",Joey Dee,36.0,7634
Rinky Dink,Baby Cortez,36.0,7635
Down By The Riverside,Les Compagnons De La Chanson,36.0,7636
Welfare Cadilac,Guy Drake,35.0,7637
I'm Gonna' Be Warm This Winter,Connie Francis,35.0,7638
Galveston,Roger Williams,35.0,7639
The Wheel Of Hurt,Al Martino,35.0,7640
Little Brass Band,David Seville,35.0,7641
Let's Call It A Day Girl,The Razor's Edge,35.0,7642
Thank You Girl,Street People,35.0,7643
Love Can't Wait,Marty Robbins,35.0,7644
Big Daddy,Jill Corey,35.0,7645
"Dance, Everybody, Dance",The Dartells,34.0,7646
Summertime,Chris Columbo Quintet,34.0,7647
Down By The River,The Brooklyn Bridge,34.0,7648
Soothe Me,Sims Twins,34.0,7649
Get It Together (Part 1),James Brown And The Famous Flames,34.0,7650
The First Night Of The Full Moon,Jack Jones,34.0,7651
When The Party Is Over,Robert John,34.0,7652
Too Late To Turn Back Now,Brook Benton,34.0,7653
When I Grow Too Old To Dream,Ed Townsend,34.0,7654
Shake Hands And Walk Away Cryin',Lou Christie,34.0,7655
First Name Initial,Annette With The Afterbeats,34.0,7656
Lady Love,The Klowns,34.0,7657
The Teaser,Bob Kuban And The In-Men,33.0,7658
Cold Sweat - Part 1,James Brown And The Famous Flames,33.0,7659
Sausalito,Al Martino,33.0,7660
I Wish I'd Never Been Born,Patti Page,33.0,7661
One Woman,Johnny Rivers,33.0,7662
The Little White Cloud That Cried,Wayne Newton,33.0,7663
Goodbye Dad,The Castle Sisters,33.0,7664
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,33.0,7665
Just Give Me A Ring,Clyde McPhatter,33.0,7666
Three Hearts In A Tangle,James Brown And The Famous Flames,33.0,7667
The Continental Walk,Hank Ballard And The Midnighters,33.0,7668
The Last Dance,The McGuire Sisters,33.0,7669
Half-Breed,Marvin Rainwater,33.0,7670
Red Roses For Mom,Bobby Vinton,32.0,7671
A Banda (Ah Bahn-da),Herb Alpert & The Tijuana Brass,32.0,7672
Hum A Song (From Your Heart),Lulu with The Dixie Flyers,32.0,7673
Never On Sunday,Don Costa And His Orchestra And Chorus,32.0,7674
Lapland,The Baltimore And Ohio Marching Band,32.0,7675
"My True Carrie, Love",Nat King Cole,32.0,7676
"You, No One But You",Frankie Laine,31.0,7677
Love Me As I Love You,George Maharis,31.0,7678
Let Me Entertain You,Ray Anthony,31.0,7679
Oo-La-La-Limbo,Danny & The Juniors,31.0,7680
Baby Make Your Own Sweet Music,Jay And The Techniques,31.0,7681
Don't Fence Me In,George Maharis,31.0,7682
(My Girl) Sloopy,Little Caesar And The Consuls,30.0,7683
It's Almost Tomorrow,Jimmy Velvet,30.0,7684
I Don't Need No Doctor,Ray Charles and his Orchestra,30.0,7685
Come Softly To Me,Ronnie Height,30.0,7686
I Talk To The Trees,Edmundo Ros and His Orchestra,30.0,7687
The Girl From Peyton Place,Dickey Lee,30.0,7688
Oh Yeah!,The Joe Cuba Sextet,30.0,7689
A Song Of Joy (Himno A La Alegria),Miguel Rios,30.0,7690
Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,29.0,7691
Climb Every Mountain,The Hesitations,29.0,7692
Laughin And Clownin,Ray Charles,29.0,7693
You Can't Get To Heaven On Roller Skates,Betty Johnson,29.0,7694
Where Is The Party,Helena Ferguson,29.0,7695
Your Teenage Dreams,Johnny Mathis,29.0,7696
Can I Trust You?,The Bachelors,29.0,7697
"The Sidewinder, Part 1",Lee Morgan,29.0,7698
Love (Makes the World Go 'Round),Paul Anka,29.0,7699
In The Basement - Part 1,Etta James & Sugar Pie DeSanto,29.0,7700
Happiness,Shades Of Blue,29.0,7701
The Weight,Supremes & Temptations,29.0,7702
Ain't That A Groove (Part 1),James Brown And The Famous Flames,29.0,7703
Try Me,James Brown At The Organ,29.0,7704
Pushin' Your Luck,Sleepy King,28.0,7705
The Three Bells (The Jimmy Brown Story),Dick Flood,28.0,7706
Think,Vicki Anderson & James Brown,28.0,7707
Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,28.0,7708
Come Share The Good Times With Me,Julie Monday,28.0,7709
Good Morning Freedom,Daybreak,28.0,7710
Make Love To Me,Johnny Thunder & Ruby Winters,28.0,7711
The Battle Of New Orleans,Vaughn Monroe,28.0,7712
Gotta Have Rain,Eydie Gorme,28.0,7713
I Want To (Do Everything For You),The Raeletts,27.0,7714
Kum Ba Yah,Tommy Leonetti,27.0,7715
Drums,Jon & Robin,27.0,7716
(Dance The) Mess Around,Chubby Checker,27.0,7717
My Babe,Roy Head And The Traits,27.0,7718
Vaquero (Cowboy),The Fireballs,27.0,7719
If I Only Had Time,Nick DeCaro,27.0,7720
Peace,The McGuire Sisters,27.0,7721
Foot Stomping - Part 1,The Flares,27.0,7722
Ready For Your Love,Shep And The Limelites,27.0,7723
Devotion,Janice Harper,27.0,7724
Be Anything (But Be Mine),Gloria Lynne,27.0,7725
Tomboy,Ronnie Dove,27.0,7726
Sad Eyes (Don't You Cry),The Echoes,27.0,7727
I Know You Better Than That,Bobby Goldsboro,26.0,7728
Potato Peeler,Bobby Gregg and His Friends,26.0,7729
Just Yesterday,Jack Jones,26.0,7730
"Signed, Sealed, And Delivered",James Brown And The Famous Flames,26.0,7731
"Mother, Please!",Jo Ann Campbell,26.0,7732
That's How It Goes,George Maharis,26.0,7733
Listen Lonely Girl,Johnny Mathis,26.0,7734
A House Of Love,Scott Garrett,26.0,7735
Soolaimón (African Trilogy II),Neil Diamond,26.0,7736
Flying Circle,Frank Slay And His Orchestra,25.0,7737
Heartbreak (It's Hurtin' Me),Jon Thomas and Orchestra,25.0,7738
Just Come Home,Hugo & Luigi,25.0,7739
I Can't Help It (If I'm Still In Love With You),Al Martino,25.0,7740
Chapel By The Sea,Billy Vaughn And His Orchestra,25.0,7741
"Bells, Bells, Bells (The Bell Song)",Billy & Lillie,25.0,7742
Billie Baby,Lloyd Price,25.0,7743
The Switch-A-Roo,Hank Ballard And The Midnighters,25.0,7744
Theme From Harlow (Lonely Girl),Bobby Vinton,25.0,7745
Laudy Miss Claudy,The Buckinghams,25.0,7746
That's The Way With Love,Piero Soffici,25.0,7747
Mississippi Mama,Owen B.,25.0,7748
Mashed Potatoes U.S.A.,James Brown And The Famous Flames,25.0,7749
My Heart Would Know,Al Martino,25.0,7750
Home Cookin,Jr. Walker & The All Stars,25.0,7751
Mr. Happiness,Johnny Maestro with The Coeds,25.0,7752
Little Star,Bobby Callender,24.0,7753
Ev'rybody's Cryin',Jimmie Beaumont,24.0,7754
These Foolish Things,James Brown And The Famous Flames,24.0,7755
With Pen In Hand,Billy Vera,24.0,7756
Hang On Sloopy,The Lettermen,24.0,7757
A City Girl Stole My Country Boy,Patti Page,24.0,7758
The Impossible Dream,The Hesitations,24.0,7759
Every Beat Of My Heart,James Brown And The Famous Flames,24.0,7760
Harvey's Got A Girl Friend,Royal Teens,24.0,7761
Organ Shout,Dave Baby Cortez,24.0,7762
Soon I'll Wed My Love,John Gary,24.0,7763
Try To Remember,Roger Williams,24.0,7764
How Deep Is The Ocean,Miss Toni Fisher,24.0,7765
Boom-A-Dip-Dip,Stan Robinson,24.0,7766
Love Me As Though There Were No Tomorrow,Sonny Knight,23.0,7767
"Laura, What's He Got That I Ain't Got",Frankie Laine,23.0,7768
Won't Find Better (Than Me),The New Hope,23.0,7769
Hawaii Honeymoon,The Waikikis,23.0,7770
Paris,Perez Prado And His Orchestra,23.0,7771
We're Rolling On (Part I),The Impressions,23.0,7772
Mashed Potatoes (Part 1),Steve Alaimo,23.0,7773
What'd I Say (Part 1),Bobby Darin,23.0,7774
The Fountain Of Youth,The Four Lads,23.0,7775
Train Of Love,Annette With The Afterbeats,23.0,7776
After The Feeling Is Gone,Five Flights Up,23.0,7777
The Funniest Thing,Dennis Yost And The Classics IV,23.0,7778
Dear Mrs. Applebee,Flip Cartridge,23.0,7779
Point Of No Return,Adam Wade,23.0,7780
The Dartell Stomp,The Mustangs,23.0,7781
Pony Time,The Goodtimers,23.0,7782
One More Chance,Rod Bernard,23.0,7783
White Christmas,The Drifters featuring Clyde McPhatter and Bill Pinkney,23.0,7784
Sweet Chile,Sheb Wooley,22.0,7785
Father Come On Home,Pacific Gas And Electric,22.0,7786
Walk On With The Duke,The Duke Of Earl,22.0,7787
Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,22.0,7788
Hoopa Hoola,Betty Johnson,22.0,7789
The Graduation Song... Pomp And Circumstance,Adrian Kimberly,22.0,7790
Viva Tirado - Part I,El Chicano,22.0,7791
Where Did All The Good Times Go,Dennis Yost And The Classics IV,22.0,7792
Kansas City,Rocky Olson,22.0,7793
The Cheer Leader,Paul Petersen,22.0,7794
Hold Me,The Baskerville Hounds,22.0,7795
Whole Lot Of Shakin' Going On,Conway Twitty,21.0,7796
A Little Toy Balloon,Danny Williams,21.0,7797
Fingertips - Pt 2,Little Stevie Wonder,21.0,7798
Tiny Bubbles,Don Ho and the Aliis,21.0,7799
A Touch Of Pink,Jerry Wallace,21.0,7800
Remember Baby,Shep And The Limelites,21.0,7801
What's The Reason,Bobby Edwards,21.0,7802
She Wants T' Swim,Chubby Checker,21.0,7803
Big Brown Eyes,The Redjacks,21.0,7804
Harper Valley P.T.A.,King Curtis & The Kingpins,21.0,7805
Yet...I Know (Et Pourtant),Steve Lawrence,20.0,7806
Drip Drop,Dion Di Muci,20.0,7807
Wishin' On A Rainbow,Phill Wilson,20.0,7808
"To Sir, With Love",Herbie Mann,20.0,7809
Midnight,Dennis Yost And The Classics IV,20.0,7810
Right String But The Wrong Yo-Yo,Dr. Feelgood And The Interns,20.0,7811
La Bomba,The Tokens,20.0,7812
Inky Dinky Spider (The Spider Song),The Kids Next Door,20.0,7813
"Signed, Sealed And Delivered",Rusty Draper,20.0,7814
Cry Me A River,Janice Harper,20.0,7815
Invisible Tears,The Ray Conniff Singers,20.0,7816
You Keep Me Hangin' On,The Vanilla Fudge,20.0,7817
Harper Valley P.T.A. (Later That Same Day),Ben Colder,20.0,7818
Java,Al (He's the King) Hirt,19.0,7819
Keep On Loving Me (You'll See The Change),Bobby Bland,19.0,7820
Mr. Pride,Chuck Jackson,19.0,7821
Curly,Jimmy Clanton,19.0,7822
Pocketful Of Rainbows,Deane Hawley,19.0,7823
National City,"Joiner, Arkansas Junior High School Band",19.0,7824
Dancin' Out Of My Heart,Ronnie Dove,19.0,7825
The Answer To A Maiden's Prayer,June Valli,19.0,7826
Sweet Annie Laurie,Sammy Turner and The Twisters,19.0,7827
The Ol' Race Track,The Mills Brothers,19.0,7828
Wheel Of Fortune,The Knightsbridge Strings,19.0,7829
The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone,19.0,7830
On The Good Ship Lollipop,The Wonder Who?,18.0,7831
I Wouldn't Know (What To Do),Dinah Washington,18.0,7832
Cloudy Summer Afternoon (Raindrops),Barry McGuire,18.0,7833
Keep On Dancing,Hank Ballard And The Midnighters,18.0,7834
"Dommage, Dommage (Too Bad, Too Bad)",Paul Vance,18.0,7835
Swinging On A Star,Big Dee Irwin (with Little Eva),18.0,7836
July You're A Woman,Pat Boone,18.0,7837
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,18.0,7838
Midnight Lace,Ray Ellis,18.0,7839
Seein' The Right Love Go Wrong,Jack Jones,18.0,7840
Livin' Dangerously,The McGuire Sisters,18.0,7841
Stop! And Think It Over,Perry Como,18.0,7842
It's A Groovy World!,The Unifics,17.0,7843
One Hurt Deserves Another,The Raeletts,17.0,7844
Isn't It Lonely Together,Robert Knight,17.0,7845
Better To Give Than Receive,Joe Hinton,17.0,7846
Panic,Otis Williams And His Charms,17.0,7847
Image Of A Girl,Safaris with The Phantom's Band,17.0,7848
Don't Worry 'Bout Me,Vincent Edwards,17.0,7849
Mama Sang A Song,Stan Kenton,17.0,7850
Marble Breaks And Iron Bends,Drafi,17.0,7851
Okefenokee,Freddie Cannon,17.0,7852
A Working Man's Prayer,Arthur Prysock,17.0,7853
But For Love,Jerry Naylor,17.0,7854
Side Car Cycle,Charlie Ryan and the Timberline Riders,17.0,7855
Love In Every Room,Paul Mauriat And His Orchestra,17.0,7856
Jingle Bell Rock,Bobby Rydell/Chubby Checker,16.0,7857
"Hide & Go Seek, Part I",Bunker Hill,16.0,7858
Send For Me (If you need some Lovin),Barbara George,16.0,7859
The Mexican Shuffle,Herb Alpert's Tijuana Brass,16.0,7860
A Cross Stands Alone,Jimmy Witter,16.0,7861
Be My Girl,The Four-Evers,16.0,7862
Out Of Sight - Out Of Mind,Sunny & The Sunliners,16.0,7863
The Chick,Lee and Paul,16.0,7864
The Kissing Tree,Billy Grammer,16.0,7865
Hi Diddle Diddle,Inez Foxx,16.0,7866
Mediterranean Moon,The Rays,16.0,7867
Alright In The City,Dunn & McCashen,16.0,7868
Money Won't Change You (Part 1),James Brown And The Famous Flames,16.0,7869
Beach Party,King Curtis and The Noble Knights,16.0,7870
You'll Never Walk Alone,The Brooklyn Bridge,16.0,7871
Ev'rybody's Twistin',Frank Sinatra,16.0,7872
No One But You (In My Heart),The Ames Brothers,16.0,7873
She's With Her Other Love,Leon Hayward,16.0,7874
Come Prima (Koma Preema),Polly Bergen,16.0,7875
Two Brothers,David Hill,16.0,7876
Explosion (In Your Soul),Soul Survivors,16.0,7877
"Shimmy, Shimmy Walk, Part 1",The Megatons,16.0,7878
(I've Got) Bonnie,Bobby Rydell,16.0,7879
Got My Mojo Working (Part I),Jimmy Smith,16.0,7880
Father Sebastian,The Ramblers,15.0,7881
Lara's Theme from Dr. Zhivago,Roger Williams,15.0,7882
I See You,Cathy & Joe,15.0,7883
Pink Dominos,The Crescents Featuring Chiyo,15.0,7884
Love Minus Zero-No Limit,Turley Richards,15.0,7885
It's A Cotton Candy World,Jerry Wallace,15.0,7886
Sing High - Sing Low,Anne Murray,15.0,7887
Can't Help Lovin' That Girl Of Mine,The Excels,15.0,7888
Banjo Boy,Dorothy Collins,15.0,7889
Blue Tomorrow,Billy Vaughn And His Orchestra,15.0,7890
There Must Be A Way,Jimmy Roselli,15.0,7891
The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,14.0,7892
Here's My Confession,Wyatt (Earp) McPherson,14.0,7893
When The Good Sun Shines,Elmo & Almo,14.0,7894
(Love Theme From) One Eyed Jacks,Ferrante & Teicher,14.0,7895
Let Me Be The One,Peaches & Herb,14.0,7896
The Children's Marching Song (Nick Nack Paddy Whack),Mitch Miller and his Sing Along With Mitch Chorus,14.0,7897
(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee,14.0,7898
You Can't Lie To A Liar,Ketty Lester,14.0,7899
Don't Sign The Paper Baby (I Want You Back),Jimmy Delphs,14.0,7900
"Dance, Dance, Dance",Joey Dee,14.0,7901
This Land Is Your Land,Ketty Lester,14.0,7902
The Lonely Crowd,Teddy Vann,14.0,7903
Mexican Drummer Man,Herb Alpert's Tijuana Brass,14.0,7904
Taste Of Tears,Johnny Mathis,14.0,7905
Don't It Make You Want To Go Home,Joe South and The Believers,14.0,7906
Do Anything You Wanna (Part I),Harold Betters,14.0,7907
Ain't Gonna Tell Anybody,Jimmy Gilmer And The Fireballs,14.0,7908
(You Better) Know What You're Doin',Lloyd Price and His Orchestra,13.0,7909
I Need Help (I Can't Do It Alone) Pt. 1,Bobby Byrd,13.0,7910
Baciare Baciare (Kissing Kissing),Dorothy Collins,13.0,7911
By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,13.0,7912
Valley Of The Dolls,King Curtis & The Kingpins,13.0,7913
Kissin Game,Dion,13.0,7914
I'm A Fool To Care,Oscar Black,13.0,7915
People Like You,Eddie Fisher,13.0,7916
"Chim, Chim, Cheree",The New Christy Minstrels,13.0,7917
Proud Mary,"The Checkmates, Ltd. featuring Sonny Charles",13.0,7918
Somewhere Along The Way,Steve Lawrence,13.0,7919
(Theme From) Goodbye Again,Ferrante & Teicher,13.0,7920
Stay,The Ames Brothers,13.0,7921
Come Together/Something,The Beatles,13.0,7922
Peaches N Cream,The Ikettes,13.0,7923
I Love An Angel,Little Bill and The Bluenotes,13.0,7924
Oh Lonesome Me,Johnny Cash With The Gene Lowery Singers,12.0,7925
Cimarron (Roll On),Billy Vaughn And His Orchestra,12.0,7926
You Don't Need Me For Anything Anymore,Brenda Lee,12.0,7927
Them Changes,Buddy Miles & The Freedom Express,12.0,7928
Meditation (Meditacao),Pat Boone,12.0,7929
Mister Bo Jangles,Bobby Cole,12.0,7930
Love Is The Sweetest Thing,Saverio Saridis,12.0,7931
The Lonely Bull (El Solo Torro),The Tijuana Brass,12.0,7932
Cannonball,Duane Eddy His Twangy Guitar And The Rebels,12.0,7933
Hang 'Em High,"Hugo Montenegro, His Orchestra And Chorus",12.0,7934
Married Man,Richard Burton,12.0,7935
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,12.0,7936
Let's Go Steady For The Summer,The Three G's,12.0,7937
The Madison,Al Brown's Tunetoppers featuring Cookie Brown,12.0,7938
Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,12.0,7939
The Day The Rains Came,Raymond Lefevre and His Orchestra,12.0,7940
Ski King,E.C. Beatty,11.0,7941
African Waltz,Cannonball Adderley Orchestra,11.0,7942
"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",Jan & Dean,11.0,7943
I'm Indestructible,Jack Jones,11.0,7944
Charade,Sammy Kaye And His Orchestra,11.0,7945
Day Is Done,Brooklyn Bridge,11.0,7946
The Thought Of Loving You,The Crystal Mansion,11.0,7947
Help Yourself (To All Of My Lovin'),James & Bobby Purify,11.0,7948
With My Eyes Wide Open I'm Dreaming,Enoch Light & The Light Brigade,11.0,7949
The Searching Is Over,Joe Henderson,11.0,7950
Last Date,Lawrence Welk And His Orchestra,11.0,7951
I Really Don't Want To Know,Little Esther Phillips,11.0,7952
Monsters' Holiday,Bobby Boris Pickett And The Crypt-Kickers,11.0,7953
Beautiful People,Bobby Vee And The Strangers,11.0,7954
The Court Of The Crimson King - Part 1,King Crimson,11.0,7955
Mornin Mornin,Bobby Goldsboro,10.0,7956
Did You Have A Happy Birthday?,Paul Anka,10.0,7957
Shangri-La,Robert Maxwell His Harp And Orchestra,10.0,7958
Nothing Goes Up (Without Coming Down),Nat King Cole,10.0,7959
A Voice In The Choir,Al Martino,10.0,7960
Medicine Man (Part I),Buchanan Brothers,10.0,7961
Loving You Is A Natural Thing,Ronnie Milsap,10.0,7962
Anna,Jorgen Ingmann & His Guitar,10.0,7963
Off To Dublin In The Green,The Abbey Tavern Singers,10.0,7964
United (Part 1),The Music Makers,10.0,7965
Nine More Miles (The Faster-Faster Song),Georgie Young,10.0,7966
¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,10.0,7967
Baby Has Gone Bye Bye,George Maharis,10.0,7968
"Two Thousand, Two Hundred, Twenty-Three Miles",Patti Page,9.0,7969
Amapola,Jacky Noguez And His Orchestra,9.0,7970
Look At Me Girl,Bobby Vee And The Strangers,9.0,7971
