,song,artist,sum,count,lastfm_count
6806,Goldfinger,John Barry and His Orchestra,232,3,8.0
6807,Faded Love,Patsy Cline,291,3,72668.0
6808,Up Until Now,Johnnie Ray,274,3,254.0
6809,Follow Me,The Drifters,285,3,162.0
6810,The Man,Lorne Greene,225,3,310.0
6811,Danny Boy,Jackie Wilson,283,3,9814.0
6812,Up-Up And Away,The Johnny Mann Singers,275,3,132.0
6813,Till The End Of Time,The Ray Charles Singers,268,3,111.0
6814,Going Back To Louisiana,Bruce Channel,275,3,81.0
6815,You Don't Need Me For Anything Anymore,Brenda Lee,257,3,12.0
6816,Funny Man,Ray Stevens,260,3,950.0
6817,We Know We're In Love,Lesley Gore,240,3,2071.0
6818,Don't Spread It Around,Barbara Lynn,283,3,404.0
6819,Who Shot Sam,George Jones,291,3,12309.0
6820,Give My Love A Try,Linda Jones,281,3,1703.0
6821,The Record (Baby I Love You),Ben E. King,269,3,1514.0
6822,Try To Remember,The Brothers Four,285,3,13648.0
6823,Forget It,The Sandpebbles,258,3,678.0
6824,Forget Me Not,Martha Reeves & The Vandellas,289,3,11159.0
6825,Cry Me A River,Janice Harper,274,3,20.0
6826,This Bitter Earth,The Satisfactions,291,3,46.0
6827,Wait,Jimmy Clanton,285,3,81.0
6828,We Must Be In Love,Five Stairsteps & Cubie,274,3,5865.0
6829,The Shadow Of Your Smile,Boots Randolph,281,3,631.0
6830,Besame Mucho (Part I),The Coasters,235,3,408.0
6831,The Shape I'm In,Johnny Restivo,256,3,7544.0
6832,You Are My Sunshine,Mitch Ryder,275,3,66.0
6833,Found Love,Jimmy Reed,280,3,30302.0
6834,You Can't Be True Dear,The Mary Kaye Trio,266,3,1.0
6835,El Pussy Cat,Mongo Santamaria,296,3,4214.0
6836,Three Hearts In A Tangle,James Brown And The Famous Flames,285,3,33.0
6837,"Eight Men, Four Women",O.V. Wright,247,3,17071.0
6838,You Don't Know What It Means,Jackie Wilson,247,3,2321.0
6839,Everything Is Going To Be Alright,Teegarden & Van Winkle,271,3,164.0
6840,Curly,Jimmy Clanton,292,3,19.0
6841,The Pain Gets A Little Deeper,Darrow Fletcher,277,3,1960.0
6842,Everything I Do Gonh Be Funky (From Now On),Lee Dorsey,287,3,7750.0
6843,Go Away From My World,Marianne Faithfull,277,3,18204.0
6844,For Your Love,Sam & Bill,289,3,1072.0
6845,You Don't Know Girls,Kathy Linden,284,3,120.0
6846,Don't Tell Me Your Troubles,Don Gibson,266,3,2748.0
6847,Who Do You Love,Quicksilver Messenger Service,286,3,24649.0
6848,Crying In The Chapel,Adam Wade,273,3,66.0
6849,For Your Sweet Love,The Cascades,270,3,784.0
6850,Don't Take Your Love From Me,Gloria Lynne,242,3,276.0
6851,You Can't Take It Away,Fred Hughes,291,3,488.0
6852,Who Do You Love,The Woolies,289,3,35454.0
6853,Trouble Down Here Below,Lou Rawls,279,3,3132.0
6854,Holiday For Clowns,Brian Hyland,290,3,1434.0
6855,Saturday Sunshine,Burt Bacharach,286,3,3214.0
6856,Since I Made You Cry,The Rivieras,286,3,146.0
6857,Ain't It A Shame,Major Lance,275,3,2242.0
6858,Hootenanny Saturday Night,The Brothers Four,278,3,98.0
6859,"Ready, Willing and Able",The American Breed,269,3,178.0
6860,Summertime,The Marcels,253,3,3228.0
6861,Sunday,The Moments,274,3,2252.0
6862,I Put A Spell On You,Alan Price Set,260,3,6227.0
6863,No One Knows,Every Mothers' Son,294,3,83.0
6864,Let Me Be The Man My Daddy Was,The Chi-lites,286,3,4272.0
6865,Red Pepper I,Roosevelt Fountain And Pens Of Rhythm,261,3,3.0
6866,Sunday Mornin' Comin' Down,Ray Stevens,256,3,282.0
6867,Sunny,Neil Sedaka,272,3,1371.0
6868,Red Red Wine,Neil Diamond,197,3,24928.0
6869,"No Chemise, Please",Gerry Granahan,165,3,721.0
6870,Let The Good Times Roll,Ray Charles,257,3,150500.0
6871,Let The Good Times Roll,Roy Orbison,254,3,16479.0
6872,Nitty Gritty,Ricardo Ray,282,3,928.0
6873,Angelica,Oliver,294,3,102.0
6874,A Lover's Prayer,Dion & The Belmonts,229,3,12199.0
6875,Baby What You Want Me To Do,Etta James,265,3,19623.0
6876,I Really Don't Want To Know,Solomon Burke,281,3,7976.0
6877,A Love That's Real,The Intruders,258,3,7822.0
6878,Ask Me,Inez Foxx,283,3,513.0
6879,House Of Bamboo,Earl Grant,273,3,12988.0
6880,If You Don't Want My Lovin',"Carl Dobkins, Jr.",226,3,156.0
6881,How Can I Meet Her?,The Everly Brothers,256,3,5296.0
6882,"Oh, Rock My Soul (Part I)","Peter, Paul & Mary",285,3,3.0
6883,Strange Are The Ways Of Love,Gogi Grant,246,3,2031.0
6884,Kokomo,The Flamingos,286,3,146.0
6885,Questions 67 And 68,Chicago,248,3,88590.0
6886,Stranger In Your Arms,Bobby Vee,261,3,319.0
6887,I Love You More Than Words Can Say,Otis Redding,239,3,140814.0
6888,A Million And One,Vic Dana,228,3,96.0
6889,Inky Dinky Spider (The Spider Song),The Kids Next Door,259,3,20.0
6890,La La La,Gerry And The Pacemakers,273,3,5088.0
6891,Quiet Nights Of Quiet Stars,Andy Williams,280,3,1448.0
6892,How To Handle A Woman,Johnny Mathis,207,3,238.0
6893,Ballad Of A Girl And Boy,Graduates,240,3,305.0
6894,O' Falling Star,The Four Knights,263,3,69.0
6895,In Some Time,Ronnie Dove,298,3,73.0
6896,Now You Know,Little Willie John,289,3,969.0
6897,Nothing Goes Up (Without Coming Down),Nat King Cole,277,3,10.0
6898,Lapland,The Baltimore And Ohio Marching Band,288,3,32.0
6899,Last Chance,Collay & the Satellites,261,3,395.0
6900,Sugaree,Rusty York,253,3,9594.0
6901,Nothing But Good,Hank Ballard And The Midnighters,197,3,98.0
6902,Nothin' Shakin',Eddie Fontaine,230,3,2343.0
6903,Alley-Oop,The Dyna-Sores,219,3,423.0
6904,Armstrong,John Stewart,224,3,593.0
6905,Riverboat,Faron Young,255,3,5047.0
6906,Little Boxes,The Womenfolk,266,3,505.0
6907,Little Boy Blue,Huelyn Duvall,272,3,189.0
6908,A Little Bitty Tear,Wanda Jackson,262,3,2140.0
6909,Little Donna,The Rivieras,281,3,981.0
6910,Ice In The Sun,The Status Quo,214,3,64231.0
6911,My Little Marine,Jamie Horton,270,3,380.0
6912,Riders In The Sky,Lawrence Welk His Orchestra And Chorus,265,3,0.0
6913,She's About A Mover,Otis Clay,295,3,939.0
6914,Right Relations,Johnny Rivers,187,3,76.0
6915,She's A Troublemaker,The Majors,261,3,316.0
6916,I Told You So,Jimmy Jones,271,3,801.0
6917,Right String But The Wrong Yo-Yo,Dr. Feelgood And The Interns,259,3,20.0
6918,She'll Be There,Vikki Carr,299,3,1873.0
6919,Ring Of Fire,Duane Eddy,278,3,3641.0
6920,My Heart Became Of Age,Annette With The Afterbeats,247,3,0.0
6921,She Shot A Hole In My Soul,Clifford Curry,290,3,4108.0
6922,I Wanna Thank You,The Enchanters,282,3,1649.0
6923,My Foolish Heart,The Demensions,290,3,146.0
6924,I Want My Baby Back,Jimmy Cross,280,3,4122.0
6925,My Dreams,Brenda Lee,277,3,39.0
6926,Here's A Heart,The Diplomats,287,3,1578.0
6927,My Cherie,Al Martino,267,3,943.0
6928,Little Boy,The Crystals,286,3,26243.0
6929,Symphony,Sammy Turner,261,3,84.0
6930,Let's Dance,Ola & The Janglers,278,3,4047.0
6931,Switch It On,Cliff Nobles & Co.,286,3,69.0
6932,"If You Don't (Love Me, Tell Me So)",Barbara Mason,279,3,239.0
6933,Hitchcock Railway,Jose Feliciano,241,3,2397.0
6934,History Repeats Itself,Cab Calloway,277,3,43.0
6935,Never Trust A Woman,B.B. King,281,3,37712.0
6936,I Remember,Maurice Williams & The Zodiacs,275,3,1042.0
6937,Never Let Me Go,Lloyd Price and His Orchestra,271,3,3873.0
6938,High On Love,The Knickerbockers,284,3,8157.0
6939,Let's Go Steady For The Summer,The Three G's,210,3,12.0
6940,Release Me,Johnny Adams,264,3,8980.0
6941,Sweet Little Sixteen,Jerry Lee Lewis,287,3,45502.0
6942,Are You Sincere,Trini Lopez,279,3,391.0
6943,If Only I Had My Mind On Something Else,Bee Gees,286,3,1559.0
6944,Life,Sly & The Family Stone,279,3,112148.0
6945,Banjo Boy,Dorothy Collins,251,3,15.0
6946,Life's Too Short,The Lafayettes,273,3,4013.0
6947,Sweet Sweetheart,Bobby Vee,288,3,267.0
6948,Respect,The Rationals,282,3,6561.0
6949,Alone Again Or,Love,299,3,961408.0
6950,"Someone Loves You, Joe",The Singing Belles,287,3,102.0
6951,Limelight,Mr. Acker Bilk,285,3,390.0
6952,My Memories Of You,Donnie and The Dreamers,240,3,926.0
6953,Queen Of My Heart,Rene And Ray,248,3,207.0
6954,All Night Long,Sandy Nelson,243,3,564.0
6955,Straight Flush,The Frantics,279,3,844.0
6956,I Gotta Woman (Part One),Ray Charles and his Orchestra,249,3,0.0
6957,I Don't Care (Just As Long As You Love Me),Buck Owens,277,3,13778.0
6958,Soul Train,Classics IV,270,3,2808.0
6959,I Dig Girls,J.J. Jackson,255,3,1652.0
6960,Philadelphia U.S.A.,Art Lund,274,3,5.0
6961,Soulville,Aretha Franklin,250,3,17966.0
6962,Soulville,Dinah Washington,289,3,5260.0
6963,Petticoat White (Summer Sky Blue),Bobby Vinton,251,3,106.0
6964,Percolatin',Willie Mitchell,267,3,634.0
6965,I Cried,Joe Damiano,283,3,111.0
6966,Pepino's Friend Pasqual (The Italian Pussy-Cat),Lou Monte,247,3,106.0
6967,Primrose Lane,O.C. Smith,271,3,260.0
6968,People World,Jim & Jean,284,3,166.0
6969,People Like You,Eddie Fisher,293,3,13.0
6970,It's A Happening Thing,The Peanut Butter Conspiracy,280,3,16538.0
6971,I Heard It Thru The Grapevine,King Curtis & The Kingpins,256,3,2.0
6972,Society Girl,The Rag Dolls,279,3,616.0
6973,I Heard The Voice Of Jesus,Turley Richards,298,3,442.0
6974,Speed Ball,Ray Stevens,204,3,175.0
6975,I Can't Wait Until I See My Baby,Justine Washington,286,3,483.0
6976,Peace,The McGuire Sisters,267,3,27.0
6977,I Can't Take It,Mary Ann Fisher,285,3,407.0
6978,Alfie,Cilla Black,290,3,51529.0
6979,Pied Piper,The Changin' Times,269,3,247.0
6980,Ol' Man River,Jimmy Smith,281,3,6562.0
6981,I Gotta Let You Go,Martha Reeves & The Vandellas,285,3,4755.0
6982,Backtrack,Faron Young,285,3,794.0
6983,It's For You,Cilla Black,245,3,16325.0
6984,It's Not Easy,The Will-O-Bees,290,3,42.0
6985,Poor Little Puppet,Cathy Carroll,279,3,1228.0
6986,Somebody's Watching You,Little Sister,220,3,2613.0
6987,Baby I Love You,Little Milton,255,3,3183.0
6988,It's Only The Good Times,Tommy Edwards,277,3,383.0
6989,I Forgot More Than You'll Ever Know,Sonny James,258,3,86.0
6990,Please Love Me Forever,Tommy Edwards,228,3,5722.0
6991,I Don't Want To Walk Without You,Phyllis McGuire,261,3,9.0
6992,It's So Hard Being A Loser,The Contours,248,3,2360.0
6993,I Don't Want To Lose You,Jackie Wilson,266,3,5434.0
6994,It's That Time Of The Year,Len Barry,276,3,197.0
6995,I Don't Want Nobody (To Have My Love But You),Ella Johnson with Buddy Johnson,257,3,0.0
6996,Sooner Or Later,Johnny Mathis,256,3,113.0
6997,It's Almost Tomorrow,Jimmy Velvet,281,3,30.0
6998,It's Unbelievable,The Larks,216,3,794.0
6999,It's All Right (You're Just In Love),The Tams,245,3,456.0
7000,Plastic Man,Sonny & Cher,224,3,800.0
7001,Aladdin,Bobby Curtola,285,3,421.0
7002,Somebody Loves You,The Delfonics,231,3,22354.0
7003,Spoonful,Etta & Harvey,278,3,73.0
7004,Joey Baby,Anita & Th' So-And-So's,284,3,885.0
7005,Johnny B. Goode,Johnny Winter,278,3,111260.0
7006,Pass The Apple Eve,B.J. Thomas,293,3,547.0
7007,I Call It Love,The Manhattans,290,3,521.0
7008,Just Seventeen,The Raiders,264,3,51.0
7009,Justine,The Righteous Brothers,262,3,3342.0
7010,One Too Many Mornings,Beau Brummels,286,3,2984.0
7011,Pushin' Your Luck,Sleepy King,283,3,28.0
7012,Keep On Loving Me (You'll See The Change),Bobby Bland,273,3,19.0
7013,I Apologize,Timi Yuro,263,3,4344.0
7014,I Am Your Man,Bobby Taylor & The Vancouvers,262,3,1034.0
7015,Smokey Joe's La La,Googie Rene Combo,239,3,8487.0
7016,Is It Wrong (For Loving You),Webb Pierce,223,3,376.0
7017,On The Way Home,The Buffalo Springfield,256,3,146454.0
7018,Stop Takin' Me For Granted,Mary Wells,276,3,382.0
7019,Killer Joe,Quincy Jones,232,3,28391.0
7020,Smile,Ferrante & Teicher,287,3,2726.0
7021,On The Good Ship Lollipop,The Wonder Who?,269,3,18.0
7022,Kissin Game,Dion,273,3,13.0
7023,Stop! Look What You're Doing,Carla Thomas,280,3,7921.0
7024,All My Trials,Dick and DeeDee,271,3,65.0
7025,Omaha,Moby Grape,274,3,103483.0
7026,I Love My Baby,Archie Bell & The Drells,294,3,4944.0
7027,Old Enough To Love,Ricky Nelson,290,3,4052.0
7028,I Call My Baby Candy,The Jaggerz,245,3,285.0
7029,A Teenager Feels It Too,Denny Reed,291,3,231.0
7030,Steps 1 And 2,Jack Scott,283,3,81.0
7031,Our Love Is Here To Stay,Dinah Washington,281,3,103970.0
7032,Pass Me By,Peggy Lee,287,3,12337.0
7033,Promise Me A Rose (A Slight Detail),Anita Bryant,247,3,73.0
7034,I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,271,3,0.0
7035,Party Girl,Tommy Roe,259,3,1288.0
7036,Judy Loves Me,Johnny Crawford,286,3,144.0
7037,A Taste Of Honey,Tony Bennett,288,3,7333.0
7038,Stand In For Love,The O'Jays,289,3,944.0
7039,I Can't Help It (If I'm Still In Love With You),Al Martino,296,3,25.0
7040,Just Be Sincere,Jackie Wilson,277,3,4650.0
7041,Organ Shout,Dave Baby Cortez,250,3,24.0
7042,Is You Is Or Is You Ain't My Baby,Buster Brown,263,3,589.0
7043,Stay And Love Me All Summer,Brian Hyland,251,3,1372.0
7044,Just Like In The Movies,The Upbeats,255,3,134.0
7045,It Do Me So Good,Ann-Margret,292,3,1239.0
7046,It Ain't No Big Thing,Radiants,282,3,87.0
7047,So Far Away,Hank Jacobs,280,3,5180.0
7048,Autumn Leaves - 1965,Roger Williams,284,3,2.0
7049,Stay With Me,Frank Sinatra,256,3,1773.0
7050,I Can't Believe What You Say (For Seeing What You Do),Ike & Tina Turner,290,3,913.0
7051,Only You (And You Alone),Mr. Acker Bilk,257,3,170.0
7052,Little Turtle Dove,Otis Williams And His Charms,292,3,98.0
7053,She's With Her Other Love,Leon Hayward,289,3,16.0
7054,Here She Comes,The Tymes,278,3,1924.0
7055,The Beginning Of Loneliness,Dionne Warwick,261,3,2525.0
7056,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",Jan & Dean,252,3,11.0
7057,Merry Christmas Baby,Chuck Berry,240,3,76176.0
7058,Love Minus Zero-No Limit,Turley Richards,255,3,15.0
7059,See Ruby Fall,Johnny Cash,262,3,21508.0
7060,Love The One You're With,Stephen Stills,137,3,164309.0
7061,Be My Baby,Dick and DeeDee,264,3,124.0
7062,Happy Times (Are Here To Stay),Tony Orlando,257,3,304.0
7063,Love Theme From Romeo And Juliet (A Time For Us),Johnny Mathis,294,3,330.0
7064,Mellow Moonlight,Leon Haywood,277,3,437.0
7065,Love Walked In,The Flamingos,287,3,5377.0
7066,I'm Into Lookin' For Someone To Love Me,Bobby Vee,295,3,2.0
7067,Secretly,Jimmie Rodgers,146,3,22210.0
7068,Happy,Paul Anka,274,3,260.0
7069,"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,182,3,100.0
7070,A Girl's Work Is Never Done,The Chordettes,281,3,5921.0
7071,I'm Gonna Make You Love Me,Dee Dee Warwick,275,3,5910.0
7072,Mean Mistreater,Grand Funk Railroad,235,3,118817.0
7073,I'll Never Be Free,Kay Starr,290,3,3399.0
7074,I'm Gonna Love You,The Intrigues,264,3,363.0
7075,"Season Of The Witch, Pt. 1",Vanilla Fudge,208,3,20854.0
7076,"Run, Run, Run",Ronny Douglas,248,3,184.0
7077,The (Bossa Nova) Bird,The Dells,293,3,566.0
7078,"Baubles, Bangles And Beads",The Kirby Stone Four,209,3,283.0
7079,That's How It Goes,George Maharis,279,3,26.0
7080,He Called Me Baby,Ella Washington,238,3,3652.0
7081,Mister Lonely,The Videls,248,3,1658.0
7082,I'm Over You,Jan Bradley,283,3,1244.0
7083,Mister Livingston,Larry Verne,251,3,436.0
7084,Mister Bo Jangles,Bobby Cole,246,3,12.0
7085,Love Explosion,Troy Keyes,278,3,144.0
7086,Shadows,5 Satins,276,3,2189.0
7087,I Would Be In Love (Anyway),Frank Sinatra,274,3,12444.0
7088,Seven Minutes In Heaven,Poni-Tails,282,3,253.0
7089,Have You Ever Loved Somebody,The Searchers,289,3,7976.0
7090,That's Your Baby,Joe Tex,276,3,178.0
7091,Milord,Edith Piaf,275,3,746822.0
7092,Mill Valley,Miss Abrams And The Strawberry Point School Third Grade Class,273,3,2.0
7093,That's The Only Way,The 4 Seasons,278,3,115.0
7094,Milk Cow Blues,Ricky Nelson,240,3,4728.0
7095,That's The Way,Joe Tex,284,3,1816.0
7096,That's The Way I Want Our Love,Joe Simon,285,3,41.0
7097,Run Rudolph Run,Chuck Berry,225,3,336622.0
7098,That's Where It's At,Sam Cooke,285,3,122118.0
7099,I'll Be Seeing You,Poni-Tails,268,3,70.0
7100,Me About You,The Mojo Men,255,3,392.0
7101,Sad Eyes (Don't You Cry),The Echoes,272,3,27.0
7102,I'm Gonna Hold On Long As I Can,The Marvelettes,246,3,682.0
7103,Save My Soul,Jack Scott,249,3,3838.0
7104,The Dodo,Jumpin' Gene Simmons,258,3,9.0
7105,Save The Country,Thelma Houston,248,3,205.0
7106,Santa Claus Is Coming To Town,The 4 Seasons,113,3,3648.0
7107,Madrid,Nat King Cole,284,3,4041.0
7108,Magic Is The Night,Kathy Young with The Innocents,250,3,164.0
7109,Magic Wand,Don & Juan,275,3,623.0
7110,A Dollar Down,The Limeliters,202,3,883.0
7111,Mairzy Doats,The Innocence,236,3,895.0
7112,Santa Claus Is Watching You,Ray Stevens,177,3,9218.0
7113,The Feeling Is Gone,Bobby Bland,280,3,1311.0
7114,Hand It Over,Chuck Jackson,283,3,2138.0
7115,Green Fields,The Vogues,288,3,832.0
7116,The Fightin' Side Of Me,Merle Haggard And The Strangers,290,3,145.0
7117,Ann-Marie,The Belmonts,264,3,115.0
7118,The First Thing Ev'ry Morning (And The Last Thing Ev'ry Night),Jimmy Dean,275,3,3365.0
7119,Great Balls Of Fire,Tiny Tim,270,3,2171.0
7120,Sausalito,Al Martino,298,3,33.0
7121,Malayisha,Miriam Makeba,255,3,5871.0
7122,Greasy Heart,Jefferson Airplane,294,3,264257.0
7123,The Folk Singer,Tommy Roe,264,3,10643.0
7124,Groovin' With Mr. Bloe,Cool Heat,269,3,50.0
7125,I'm A Fool For You,James Carr,296,3,10593.0
7126,Many A Wonderful Moment,Rosemary Clooney,263,3,56.0
7127,M.G. Blues,Jimmy McGriff,285,3,908.0
7128,May My Heart Be Cast Into Stone,The Toys,266,3,9052.0
7129,I'll Never Find Another You,Sonny James,297,3,11906.0
7130,Sailor Boy,The Chiffons,254,3,5929.0
7131,Lovesick Blues,Floyd Cramer,265,3,6141.0
7132,The Choice,The O'Jays,286,3,466.0
7133,I'll Remember Carol,Tommy Boyce,254,3,577.0
7134,Sam's Song,Dean Martin & Sammy Davis Jr.,285,3,1012.0
7135,Loving You Is A Natural Thing,Ronnie Milsap,285,3,10.0
7136,I'm Crazy 'Bout My Baby,Marvin Gaye,243,3,1366.0
7137,San Francisco Is A Lonely Town,Joe Simon,247,3,206.0
7138,The Continental Walk,The Rollers,252,3,705.0
7139,The Court Of The Crimson King - Part 1,King Crimson,257,3,11.0
7140,The Crusher,The Novas,268,3,322232.0
7141,Marina,Jacky Noguez And His Orchestra,276,3,2.0
7142,The Dartell Stomp,The Mustangs,284,3,23.0
7143,I'll Take Care Of You,Bobby Bland,279,3,47989.0
7144,M'Lady,Sly & The Family Stone,284,3,111633.0
7145,Grover Henson Feels Forgotten,Bill Cosby,223,3,1487.0
7146,Marble Breaks And Iron Bends,Drafi,266,3,17.0
7147,I'm So Proud,The Main Ingredient,289,3,11638.0
7148,Love Me,Bobby Hebb,272,3,1289.0
7149,It's Hard To Get Along,Joe Simon,267,3,432.0
7150,Romeo,Janie Grant,245,3,334.0
7151,Am I The Same Girl,Barbara Acklin,245,3,37819.0
7152,Amazing Grace,Judy Collins,207,3,108802.0
7153,Shake Hands (And Come Out Crying),The Newbeats,290,3,151.0
7154,Montage From How Sweet It Is (I Know That You Know),The Love Generation,272,3,1.0
7155,Roly Poly,Joey Dee & the Starliters,241,3,172.0
7156,I Won't Forget You,Jim Reeves,286,3,23734.0
7157,Lonely Drifter,The O'Jays,286,3,2760.0
7158,He's So Heavenly,Brenda Lee,264,3,67.0
7159,He's Got No Love,The Searchers,255,3,9449.0
7160,Rockin' Robin,The Rivieras,296,3,787.0
7161,Tears Keep On Falling,Jerry Vale,294,3,550.0
7162,Losers Weepers - Part I,Etta James,286,3,4.0
7163,Losing Your Love,Jim Reeves,279,3,4728.0
7164,After The Feeling Is Gone,Five Flights Up,286,3,23.0
7165,Teardrops On Your Letter,Hank Ballard And The Midnighters,275,3,231.0
7166,Help Yourself (To All Of My Lovin'),James & Bobby Purify,286,3,11.0
7167,Heart's Desire,Billy Joe Royal,267,3,2260.0
7168,Mojo Workout (Dance),Larry Bright,284,3,622.0
7169,Lonely Saturday Night,Don French,244,3,1801.0
7170,Teensville,Chet Atkins,226,3,3567.0
7171,"Mother, Please!",Jo Ann Campbell,272,3,26.0
7172,I Want You To Be My Baby,Ellie Greenwich,268,3,1537.0
7173,Help Me Find A Way (To Say I Love You),Little Anthony And The Imperials,284,3,1038.0
7174,"Hello, Dolly!",Bobby Darin,244,3,30480.0
7175,Long Live Love,Sandie Shaw,296,3,42012.0
7176,Batman & His Grandmother,Dickie Goodman,225,3,160.0
7177,Lonesome Old House,Don Gibson,229,3,708.0
7178,Look At Mine,Petula Clark,269,3,1184.0
7179,A Letter To The Beatles,The Four Preps,258,3,2468.0
7180,Heartbreak Hotel,Frijid Pink,241,3,5304.0
7181,Anything You Choose,Spanky And Our Gang,269,3,72.0
7182,I Want You Back Again,The Zombies,289,3,57770.0
7183,I Who Have Nothing,Liquid Smoke,247,3,958.0
7184,Ronnie,Marcy Joe,269,3,546.0
7185,Rockin' In The Jungle,The Eternals,267,3,8428.0
7186,Lonely Is The Name,Sammy Davis Jr.,286,3,1587.0
7187,Long Line Rider,Bobby Darin,241,3,1448.0
7188,He Wore The Green Beret,Nancy Ames,280,3,81.0
7189,Thank God And Greyhound,Roy Clark,276,3,2817.0
7190,He's A Bad Boy,Carole King,290,3,11036.0
7191,Taste Of Tears,Johnny Mathis,277,3,14.0
7192,Thank You And Goodnight,The Angels,260,3,1637.0
7193,Mo-Onions,Booker T. & The MG's,295,3,132685.0
7194,Here Comes That Feelin',Brenda Lee,278,3,15037.0
7195,Here Comes The Boy,Tracey Dey,287,3,184.0
7196,Mr. Wishing Well,Nat King Cole,287,3,669.0
7197,I've Got Love For My Baby,Young Hearts,284,3,347.0
7198,Teach Me Tiger,April Stevens,280,3,142559.0
7199,Tequila,Bill Black's Combo,282,3,1376.0
7200,I Won't Love You Anymore (Sorry),Lesley Gore,251,3,3476.0
7201,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,243,3,59.0
7202,Louisiana Man,Pozo Seco Singers,293,3,113.0
7203,I Wonder Who's Kissing Her Now,Bobby Darin,288,3,1134.0
7204,I've Got You Under My Skin,Louis Prima And Keely Smith,192,2,619.0
7205,It's A Funky Thing-Right On (Part 1),Herbie Mann,190,2,3767.0
7206,I've Got The Skill,Jackie Ross,189,2,530.0
7207,Desiree',The Left Banke,197,2,2.0
7208,It's A Groovy World!,The Unifics,195,2,17.0
7209,(She's) Some Kind Of Wonderful,The Fantastic Johnny C,174,2,277.0
7210,If Love Is In Your Heart,Friend And Lover,183,2,49.0
7211,Sam's Place,Buck Owens and The Buckaroos,189,2,12088.0
7212,It's Better To Have It,Barbara Lynn,190,2,1128.0
7213,Prisoner's Song,Warren Storm,171,2,2020.0
7214,If I Knew,Nat King Cole,177,2,374.0
7215,Sally Was A Good Old Girl,Trini Lopez,198,2,124.0
7216,Up On The Roof,Laura Nyro,184,2,12619.0
7217,Sally Was A Good Old Girl,Fats Domino,198,2,1709.0
7218,Satin Red And Black Velvet Woman,Dave Mason,194,2,99.0
7219,Destiny/Susie-Q,Jose Feliciano,167,2,0.0
7220,It's Crazy,Eddie Harris,176,2,1628.0
7221,What Will I Tell My Heart,The Harptones,194,2,436.0
7222,If Mary's There,Brian Hyland,187,2,866.0
7223,I'm Gonna Change Everything,Jim Reeves,195,2,6940.0
7224,Pony With The Golden Mane,Every Mothers' Son,189,2,194.0
7225,"River, Stay 'Way From My Door",Frank Sinatra,167,2,11497.0
7226,Desafinado (Slightly Out Of Tune),Pat Thomas,161,2,328.0
7227,Whatcha' Gonna Do,Nat King Cole,186,2,8654.0
7228,Idaho,The 4 Seasons,194,2,5179.0
7229,Baby It's Cold Outside,Ray Charles & Betty Carter,185,2,4731.0
7230,It's All Over Now,The Valentinos,193,2,3786.0
7231,I'm Your Hoochie Cooche Man (Part 1),Jimmy Smith,188,2,1.0
7232,Biology,Danny Valentino,192,2,183.0
7233,Right Now And Not Later,The Shangri-Las,198,2,63999.0
7234,Don't Go Home,The Playmates,160,2,131.0
7235,Down In Virginia,Jimmy Reed,189,2,10013.0
7236,Dedicated (To The Songs I Love),The 3 Friends,180,2,56.0
7237,"Wanted: Lover, No Experience Necessary",Laura Lee,168,2,1240.0
7238,Up To My Neck In High Muddy Water,Linda Ronstadt & The Stone Poneys,186,2,2.0
7239,Want You To Know,Rotary Connection,192,2,4057.0
7240,Postcard From Jamaica,The Sopwith Camel,178,2,911.0
7241,Rockhouse (Part 2),Ray Charles and his Orchestra,174,2,2.0
7242,Dear Mrs. Applebee,Flip Cartridge,185,2,23.0
7243,Ida Jane,Fats Domino,183,2,2030.0
7244,Unless You Care,Terry Black,199,2,482.0
7245,Blessed Are The Lonely,Robert Knight,194,2,8.0
7246,I've Cried My Last Tear,The O'Jays,192,2,96.0
7247,Walk On With The Duke,The Duke Of Earl,184,2,22.0
7248,Delicious!,Jim Backus & Friend,145,2,1593.0
7249,What's Happening,Wade Flemons,191,2,131.0
7250,Down The Aisle,Ike Clanton,186,2,107.0
7251,"It's A Mad, Mad, Mad, Mad World",The Shirelles,188,2,1082.0
7252,Down By The River,The Brooklyn Bridge,182,2,34.0
7253,Portrait Of A Fool,Conway Twitty,196,2,216.0
7254,It's Been A Long Time,Betty Everett,192,2,219.0
7255,If You've Got A Heart,Bobby Bland,193,2,72.0
7256,It'll Never Be Over For Me,Baby Washington,198,2,1808.0
7257,Red Roses For Mom,Bobby Vinton,192,2,32.0
7258,Rumble,Jack Nitzsche,182,2,4808.0
7259,I'm The Lonely One,Cliff Richard,189,2,2756.0
7260,In The Basement - Part 1,Etta James & Sugar Pie DeSanto,195,2,29.0
7261,In The Meantime,Georgie Fame And The Blue Flames,194,2,6768.0
7262,In The Time Of Our Lives,Iron Butterfly,193,2,29039.0
7263,Voodoo Woman,Simon Stokes/Nighthawks,181,2,0.0
7264,Do Your Own Thing,Brook Benton,198,2,124.0
7265,Questions And Answers,The In Crowd,188,2,123.0
7266,Rudolph The Red Nosed Reindeer,The Melodeers,145,2,2826.0
