,song,artist,sum,count,lastfm_count
2216,"I'm Henry VIII, I Am",Herman's Hermits,139,10,8377.0
2217,The Cinnamon Cinder (It's A Very Nice Dance),The Pastel Six,422,10,139.0
2218,When You're Young And In Love,The Marvelettes,452,10,68465.0
2219,The Bounce,The Olympics,577,10,2997.0
2220,Stop Stop Stop,The Hollies,297,10,84396.0
2221,Sting Ray,The Routers,611,10,1794.0
2222,He Touched Me,Barbra Streisand,710,10,28331.0
2223,The Blob,The Five Blobs,584,10,37271.0
2224,Dance On Little Girl,Paul Anka,302,10,24901.0
2225,Needles And Pins,The Searchers,281,10,289878.0
2226,Happy Birthday Blues,Kathy Young with The Innocents,452,10,1276.0
2227,My Whole World Ended (The Moment You Left Me),David Ruffin,219,10,80912.0
2228,Let's Have A Party,Wanda Jackson,507,10,225317.0
2229,What's The Matter With You Baby,Marvin Gaye & Mary Wells,402,10,3917.0
2230,Dedicated To The One I Love,The Mamas & The Papas,145,10,369970.0
2231,What's The Use Of Breaking Up,Jerry Butler,342,10,1707.0
2232,I'm A Man,The Yardbirds,373,10,330300.0
2233,The Cat Walk,The Village Soul Choir,718,10,328.0
2234,Runnin' Out Of Fools,Aretha Franklin,741,10,14917.0
2235,Handy Man,Del Shannon,400,10,30660.0
2236,Day Tripper,The Beatles,241,10,2521416.0
2237,I (Who Have Nothing),Terry Knight and The Pack,636,10,571.0
2238,Can't Take My Eyes Off You,Nancy Wilson,685,10,4728.0
2239,Have You Looked Into Your Heart,Jerry Vale,498,10,1846.0
2240,You Got Yours And I'll Get Mine,The Delfonics,607,10,11210.0
2241,Day Is Done,"Peter, Paul & Mary",405,10,28747.0
2242,Love Makes The World Go 'Round,Perry Como,577,10,374.0
2243,I'm Gettin' Better,Jim Reeves,565,10,3001.0
2244,The Boy Next Door,The Secrets,429,10,1572.0
2245,The Bilbao Song,Andy Williams,568,10,2008.0
2246,The Boy From New York City,The Ad Libs,318,10,74464.0
2247,Nadine (Is It You?),Chuck Berry,460,10,38334.0
2248,Have You Heard,The Duprees featuring Joey Vann,377,10,0.0
2249,Boot-Leg,Booker T. & The MG's,726,10,56042.0
2250,San Franciscan Nights,Eric Burdon & The Animals,303,10,111165.0
2251,Let's Turkey Trot,Little Eva,403,10,8490.0
2252,Happy,The Sunshine Company,691,10,2697.0
2253,Hush,Deep Purple,225,10,1586065.0
2254,The Beginning Of My End,The Unifics,538,10,645.0
2255,That's The Way Love Is,Bobby Bland,509,10,10824.0
2256,A Minute Of Your Time,Tom Jones,587,10,6955.0
2257,Let's Lock The Door (And Throw Away The Key),Jay & The Americans,331,10,6726.0
2258,Since I Lost My Baby,The Temptations,337,10,87931.0
2259,Midnight Stroll,The Revels,651,10,4209.0
2260,Balboa Blue,The Marketts,689,10,6110.0
2261,Like Strangers,The Everly Brothers,486,10,20270.0
2262,Satin Pillows,Bobby Vinton,381,10,1788.0
2263,You Got What It Takes,The Dave Clark Five,287,10,8610.0
2264,When I Grow Up (To Be A Man),The Beach Boys,282,10,249910.0
2265,Nashville Cats,The Lovin' Spoonful,285,10,51935.0
2266,Dancin' Party,Chubby Checker,308,10,25158.0
2267,Can't Buy Me Love,The Beatles,113,10,4014373.0
2268,Naturally Stoned,The Avant-Garde,652,10,2264.0
2269,Blowin In The Wind,Stevie Wonder,280,10,136857.0
2270,I'm In Love,Wilson Pickett,604,10,61871.0
2271,It's Too Late,Wilson Pickett,640,10,38525.0
2272,I'm A Drifter,Bobby Goldsboro,639,10,2166.0
2273,Living A Lie,Al Martino,417,10,718.0
2274,She Blew A Good Thing,The Poets,641,10,10808.0
2275,Sharing You,Bobby Vee,360,10,13744.0
2276,Share Your Love With Me,Aretha Franklin,287,10,118507.0
2277,Hide Away,Freddy King,498,10,108803.0
2278,Sweet Talkin' Guy,The Chiffons,303,10,92190.0
2279,Share The Land,The Guess Who,290,10,119550.0
2280,Wonderful World,Herman's Hermits,188,10,91067.0
2281,Wonderful Summer,Robin Ward,304,10,8592.0
2282,"Shoot'em Up, Baby",Andy Kim,563,10,124.0
2283,Hot Rod Lincoln,Johnny Bond,418,10,11141.0
2284,Multiplication,Bobby Darin,501,10,36958.0
2285,Music To Watch Girls By,Bob Crewe Generation,356,10,6727.0
2286,Swinging On A Star,Big Dee Irwin (with Little Eva),539,10,18.0
2287,Shangri-La,Vic Dana,476,10,190.0
2288,With Your Love,Jack Scott,538,10,2608.0
2289,Wonderland By Night,Anita Bryant,408,10,56696.0
2290,T.L.C. Tender Love And Care,Jimmie Rodgers,453,10,442.0
2291,Barbara,The Temptations,543,10,3446.0
2292,Charms,Bobby Vee,326,10,7677.0
2293,I Will,Dean Martin,316,10,87556.0
2294,My Coloring Book,Kitty Kallen,418,10,961.0
2295,My Coloring Book,Sandy Stewart,412,10,312.0
2296,"Baby, I Need Your Loving",O.C. Smith,720,10,93.0
2297,Hey Little Girl,Major Lance,325,10,5940.0
2298,Little Red Rooster,Sam Cooke,276,10,151948.0
2299,Summer Rain,Johnny Rivers,324,10,42596.0
2300,I Wish,The Platters,722,10,5315.0
2301,Barbara-Ann,The Regents,308,10,15928.0
2302,You Better Know It,Jackie Wilson,567,10,15032.0
2303,I Wish It Would Rain,Gladys Knight And The Pips,500,10,39108.0
2304,Sweet Dreams (Of You),Patsy Cline,688,10,107221.0
2305,Wont'cha Come Home,Lloyd Price and His Orchestra,643,10,0.0
2306,(I Know) I'm Losing You,The Temptations,273,10,156412.0
2307,Summertime,Billy Stewart,377,10,72145.0
2308,Look Who's Blue,Don Gibson,660,10,1276.0
2309,Honolulu Lulu,Jan & Dean,311,10,6574.0
2310,She's Lookin' Good,Wilson Pickett,336,10,25732.0
2311,A Man Needs A Woman,James Carr,754,10,20553.0
2312,Moon Over Naples,Bert Kaempfert And His Orchestra,742,10,117.0
2313,Honky Tonk (Part 2),Bill Doggett,759,10,5359.0
2314,"Yesterday, When I Was Young",Roy Clark,406,10,3773.0
2315,Baciare Baciare (Kissing Kissing),Dorothy Collins,645,10,13.0
2316,Moody Woman,Jerry Butler,386,10,13552.0
2317,Moonflight,Vik Venus Alias: Your Main Moon Man,561,10,4.0
2318,Look-Ka Py Py,The Meters,720,10,125664.0
2319,Cimarron (Roll On),Billy Vaughn And His Orchestra,666,10,12.0
2320,Honest I Do,The Innocents,571,10,831.0
2321,I Turned You On,The Isley Brothers,371,10,21081.0
2322,Yellow Balloon,The Yellow Balloon,466,10,10291.0
2323,Sweet Cherry Wine,Tommy James And The Shondells,280,10,29137.0
2324,Super Bad (Part 1 & Part 2),James Brown,292,10,1856.0
2325,Am I The Man,Jackie Wilson,557,10,16617.0
2326,Worry,Johnny Tillotson,632,10,1214.0
2327,Am I That Easy To Forget,Engelbert Humperdinck,389,10,27484.0
2328,A Year Ago Tonight,The Crests,576,10,972.0
2329,Yogi,The Ivy Three,291,10,1065.0
2330,A World Of Our Own,The Seekers,421,10,47186.0
2331,Workin' On A Groovy Thing,The 5th Dimension,336,10,21207.0
2332,Bongo Stomp,Little Joey And The Flips,523,10,1174.0
2333,Bonanza,Al Caiola And His Orchestra,479,10,110.0
2334,Sweet Blindness,The 5th Dimension,378,10,16043.0
2335,I Want Candy,The Strangeloves,293,10,61115.0
2336,You Always Hurt The One You Love,Clarence Henry,303,10,13591.0
2337,(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band,615,10,1.0
2338,You Can Have Her,Roy Hamilton,319,10,33096.0
2339,Conscience,James Darren,313,10,914.0
2340,Silver Threads And Golden Needles,The Springfields,446,10,8260.0
2341,My Shoes Keep Walking Back To You,Guy Mitchell,716,10,460.0
2342,Apricot Brandy,Rhinoceros,619,10,7729.0
2343,See See Rider,Eric Burdon & The Animals,312,10,26761.0
2344,Security,Etta James,528,10,74413.0
2345,Tell It To The Rain,The 4 Seasons Featuring the Sound of Frankie Valli,306,10,0.0
2346,Tell Me (You're Coming Back),The Rolling Stones,461,10,33308.0
2347,Suddenly You Love Me,The Tremeloes,592,10,32518.0
2348,Blue Hawaii,Billy Vaughn And His Orchestra,546,10,1683.0
2349,Heartbreak (It's Hurtin' Me),Jon Thomas and Orchestra,717,10,25.0
2350,Human,Tommy Hunt,728,10,3486.0
2351,My Own True Love,The Duprees,368,10,15740.0
2352,Seattle,Perry Como,538,10,3498.0
2353,Searching For My Love,Bobby Moore And The Rhythm Aces,495,10,24051.0
2354,Heart In Hand,Brenda Lee,352,10,8449.0
2355,Cry To Me,Solomon Burke,584,10,463454.0
2356,Heart And Soul,The Cleftones,449,10,70778.0
2357,Mirage,Tommy James And The Shondells,272,10,32087.0
2358,Who Can I Turn To (When Nobody Needs Me),Tony Bennett,428,10,64165.0
2359,My Special Angel,The Vogues,251,10,23475.0
2360,Blue Bayou,Roy Orbison,447,10,291744.0
2361,White Rabbit,Jefferson Airplane,225,10,4637495.0
2362,Cycles,Frank Sinatra,477,10,54108.0
2363,Silver Bird,Mark Lindsay,479,10,3817.0
2364,Daddy Sang Bass,Johnny Cash,532,10,575047.0
2365,Tennessee Stud,Eddy Arnold,658,10,2345.0
2366,Hungry For Love,San Remo Golden Strings,513,10,3934.0
2367,I Only Want To Be With You,Dusty Springfield,342,10,445665.0
2368,Are You Happy,Jerry Butler,564,10,2598.0
2369,Whipped Cream,Herb Alpert's Tijuana Brass,811,10,3784.0
2370,I'll Take You Home,The Drifters,446,10,0.0
2371,I'll Try Something New,The Miracles,646,10,5849.0
2372,Heaven Knows,The Grass Roots,369,10,20668.0
2373,Heed The Call,Kenny Rogers & The First Edition,449,10,1527.0
2374,Hey Baby (They're Playing Our Song),The Buckinghams,332,10,12216.0
2375,Country Boy,Fats Domino,477,10,10523.0
2376,Willie And The Hand Jive,The Johnny Otis Show,263,10,18977.0
2377,My Girl Has Gone,The Miracles,431,10,1058.0
2378,You Can Never Stop Me Loving You,Johnny Tillotson,358,10,3633.0
2379,A Little Bit Of Soap,The Jarmels,422,10,19269.0
2380,Chained,Marvin Gaye,474,10,48260.0
2381,I Wonder What She's Doing Tonight,Barry & The Tamerlanes,419,10,1203.0
2382,Blue Tango,Bill Black's Combo,362,10,475.0
2383,A Little Bit Of Heaven,Ronnie Dove,363,10,913.0
2384,How Can I Tell My Mom & Dad,The Lovelites,712,10,3344.0
2385,Love Bones,Johnnie Taylor,605,10,9154.0
2386,You Can't Judge A Book By The Cover,Bo Diddley,636,10,20092.0
2387,Here Comes The Night,Them,404,10,146064.0
2388,Count Every Star,Donnie and The Dreamers,585,10,426.0
2389,Count Every Star,Linda Scott,631,10,2455.0
2390,Catch The Wind,Donovan,435,10,590050.0
2391,Misery,The Dynamics,601,10,5656.0
2392,"A Little Bit Me, A Little Bit You",The Monkees,132,10,134259.0
2393,Teen Beat '65,Sandy Nelson,616,10,1551.0
2394,Amor,Ben E. King,414,10,38854.0
2395,Help Me Girl,The Outsiders,595,10,1312.0
2396,Why I Sing The Blues,B.B. King,770,10,215735.0
2397,You Don't Have To Say You Love Me/Patch It Up,Elvis Presley,295,10,0.0
2398,Little Girl,Syndicate Of Sound,304,10,61087.0
2399,Carol,Chuck Berry,400,10,276866.0
2400,Little Dipper,The Mickey Mozart Quintet,483,10,58.0
2401,Tell Him I'm Not Home,Chuck Jackson,541,10,2707.0
2402,"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,150,10,737.0
2403,Hello Hello,The Sopwith Camel,519,10,7996.0
2404,Boom Boom,John Lee Hooker,776,10,1024514.0
2405,I'll Be There,Gerry And The Pacemakers,387,10,20327.0
2406,Selfish One,Jackie Ross,335,10,25030.0
2407,You're A Wonderful One,Marvin Gaye,314,10,66723.0
2408,Rumors,Johnny Crawford,362,10,2134.0
2409,Is That All There Is,Peggy Lee,279,10,52187.0
2410,"Twist, Twist Senora",Gary U.S. Bonds,234,10,2535.0
2411,Soul-Limbo,Booker T. & The MG's,324,10,99698.0
2412,Opportunity,The Jewels,745,10,9857.0
2413,Lucille,The Everly Brothers,357,10,50402.0
2414,Invisible Tears,The Ray Conniff Singers,713,10,20.0
2415,Bossa Nova Baby,Elvis Presley With The Jordanaires,300,10,144929.0
2416,"Oo Wee Baby, I Love You",Fred Hughes,425,10,1325.0
2417,Only You Know And I Know,Dave Mason,598,10,56011.0
2418,All I Need,The Temptations,273,10,51810.0
2419,Two Tickets To Paradise,Brook Benton,513,10,903.0
2420,Only Sixteen,Sam Cooke,487,10,299845.0
2421,Only Love Can Break Your Heart,Neil Young,543,10,1095586.0
2422,Just To Be With You,The Passions,869,10,7859.0
2423,Dream On Little Dreamer,Perry Como,447,10,5891.0
2424,The Train,1910 Fruitgum Co.,679,10,2675.0
2425,Put A Ring On My Finger,Les Paul And Mary Ford,532,10,1343.0
2426,Pushover,Etta James,394,10,132253.0
2427,One Track Mind,Bobby Lewis,329,10,6555.0
2428,20-75,Willie Mitchell,518,10,4480.0
2429,Theme For Young Lovers,Percy Faith And His Orchestra,585,10,19380.0
2430,Eight Days A Week,The Beatles,156,10,3117658.0
2431,I Gotta Dance To Keep From Crying,The Miracles,518,10,10798.0
2432,Young Lovers,Paul and Paula,241,10,3221.0
2433,Baby Please Come Back Home,J.J. Barnes,770,10,2242.0
2434,"Turn Around, Look At Me",Glen Campbell,788,10,2234.0
2435,Out Of Sight,James Brown And His Orchestra,439,10,164974.0
2436,Out Of My Mind,Johnny Tillotson,412,10,2260.0
2437,Israelites,Desmond Dekker & The Aces,332,10,257204.0
2438,All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,427,10,4366.0
2439,Puppet On A String,Elvis Presley With The Jordanaires,343,10,16397.0
2440,Turn On Your Love Light,Bobby Bland,558,10,37462.0
2441,Just Be True,Gene Chandler,387,10,3947.0
2442,Just Dropped In (To See What Condition My Condition Was In),The First Edition,214,10,21463.0
2443,I Had A Talk With My Man,Mitty Collier,656,10,9218.0
2444,I Have A Boyfriend,The Chiffons,555,10,27318.0
2445,"Get Out Of My Life, Woman",Lee Dorsey,649,10,6751.0
2446,Don't Play That Song,Aretha Franklin with The Dixie Flyers,238,10,198536.0
2447,Don't Worry Baby,The Beach Boys,424,10,896388.0
2448,Don't Touch Me,Bettye Swann,546,10,9854.0
2449,The Sundowners,Billy Vaughn And His Orchestra,695,10,1.0
2450,Rainy Day Women #12 & 35,Bob Dylan,191,10,1199717.0
2451,Niki Hoeky,P.J. Proby,421,10,3923.0
2452,Don't Throw Away All Those Teardrops,Frankie Avalon,383,10,2448.0
2453,"Don't Think Twice, It's All Right","Peter, Paul & Mary",288,10,87171.0
2454,Bumble Boogie,B. Bumble & The Stingers,471,10,12483.0
2455,You've Got To Hide Your Love Away,The Silkie,346,10,18612.0
2456,Lovers Never Say Goodbye,The Flamingos,645,10,19163.0
2457,The Snake,Al Wilson,480,10,160971.0
2458,Volunteers,Jefferson Airplane,806,10,787298.0
2459,Don't Sleep In The Subway,Petula Clark,273,10,97605.0
2460,7 And 7 Is,Love,549,10,163247.0
2461,"Lovers By Night, Strangers By Day",The Fleetwoods,566,10,3815.0
2462,May I,Bill Deal & The Rhondels,598,10,1285.0
2463,A Symphony For Susan,The Arbors,693,10,1651.0
2464,Valleri,The Monkees,204,10,117353.0
2465,All I Really Want To Do,The Byrds,550,10,330585.0
2466,Don't You Believe It,Andy Williams,634,10,2160.0
2467,You've Made Me So Very Happy,Brenda Holloway,631,10,37568.0
2468,Quite A Party,The Fireballs,544,10,1940.0
2469,Undun,The Guess Who,430,10,135853.0
2470,Kansas City,Trini Lopez,421,10,3958.0
2471,You've Lost That Lovin' Feeling,Dionne Warwick,378,10,2086.0
2472,Some Enchanted Evening,Jay & The Americans,332,10,14291.0
2473,I Could Never Love Another (After Loving You),The Temptations,310,10,46990.0
2474,One More Time,The Ray Charles Singers,502,10,107.0
2475,Rain On The Roof,The Lovin' Spoonful,294,10,39789.0
2476,I Hear A Symphony,The Supremes,117,10,172170.0
2477,One Less Bell To Answer,The 5th Dimension,303,10,70639.0
2478,In The Middle Of A Heartache,Wanda Jackson,556,10,12151.0
2479,Donnie,The Bermudas,743,10,701.0
2480,Beg Me,Chuck Jackson,660,10,549.0
2481,One Fine Day,The Chiffons,220,10,402791.0
2482,Funny,Maxine Brown,446,10,10179.0
2483,Just A Little Bit Better,Herman's Hermits,260,10,39371.0
2484,Marie,The Bachelors,401,10,10283.0
2485,Alice In Wonderland,Neil Sedaka,363,10,5639.0
2486,James (Hold The Ladder Steady),Sue Thompson,397,10,3216.0
2487,Tom Cat,The Rooftop Singers,453,10,1706.0
2488,Alice Long (You're Still My Favorite Girlfriend),Tommy Boyce & Bobby Hart,458,10,1277.0
2489,Tomorrow,Strawberry Alarm Clock,403,10,53785.0
2490,Je T'Aime...Moi Non Plus,Jane Birkin  Serge Gainsbourg,698,10,24042.0
2491,Jealous Heart,Tab Hunter,755,10,117.0
2492,Jealous Kind Of Fella,Garland Green,457,10,3264.0
2493,Pepino The Italian Mouse,Lou Monte,251,10,4694.0
2494,Three Steps From The Altar,Shep And The Limelites,774,10,47.0
2495,Tonight's The Night,Solomon Burke,474,10,28829.0
2496,Fame And Fortune,Elvis Presley With The Jordanaires,327,10,53799.0
2497,Fallin',Connie Francis,607,10,69730.0
2498,Breaking Up Is Hard To Do,Lenny Welch,507,10,803.0
2499,Somewhere In Your Heart,Frank Sinatra,537,10,38613.0
2500,Penny Lane,The Beatles,197,10,3834302.0
2501,Breakin' In A Brand New Broken Heart,Connie Francis,204,10,20336.0
2502,Fools Rush In (Where Angels Fear To Tread),Brook Benton,412,10,2616.0
2503,19th Nervous Breakdown,The Rolling Stones,120,10,1086531.0
2504,Find Another Girl,Jerry Butler,464,10,7485.0
2505,Pleasant Valley Sunday,The Monkees,180,10,202930.0
2506,Break Your Promise,The Delfonics,526,10,35782.0
2507,Tippy Toeing,The Harden Trio,633,10,1027.0
2508,Baby Hold On,The Grass Roots,517,10,15632.0
2509,Pink Dominos,The Crescents Featuring Chiyo,800,10,15.0
2510,Make It Easy On Yourself,The Walker Bros.,438,10,145659.0
2511,Follow That Dream,Elvis Presley,348,10,57971.0
2512,Follow The Boys,Connie Francis,356,10,34748.0
2513,Itty Bitty Pieces,James Ray,630,10,558.0
2514,To Be Loved (Forever),The Pentagons,640,10,6076.0
2515,Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson,465,10,1132.0
2516,Something In The Air,Thunderclap Newman,583,10,363442.0
2517,Baby Face,Little Richard,603,10,55549.0
2518,It's Only The Beginning,The Kalin Twins,621,10,53.0
2519,Till Death Do Us Part,Bob Braun,557,10,145.0
2520,Big Iron,Marty Robbins,481,10,389540.0
2521,Penetration,The Pyramids,405,10,37170.0
2522,Peek-A-Boo,The Cadillacs,463,10,4102.0
2523,This Little Girl's Gone Rockin',Ruth Brown,576,10,12323.0
2524,Paperback Writer,The Beatles,125,10,2166888.0
2525,Everlovin',Rick Nelson,322,10,1780.0
2526,Paper Tiger,Sue Thompson,470,10,11454.0
2527,Léah,Roy Orbison,498,10,40.0
2528,Princess,Frank Gari,563,10,104.0
2529,From A Window,Billy J. Kramer With The Dakotas,476,10,1732.0
2530,There She Goes,Jerry Wallace,467,10,2784.0
2531,18 Yellow Roses,Bobby Darin,340,10,23803.0
2532,Jump Over,Freddy Cannon,544,10,1582.0
2533,Try A Little Tenderness,Otis Redding,446,10,1357143.0
2534,Jura (I Swear I Love You),Les Paul And Mary Ford,716,10,2379.0
2535,Funk # 49,James Gang,681,10,3364.0
2536,Eleanor Rigby,Ray Charles,516,10,91895.0
2537,Over The Mountain (Across The Sea),Bobby Vinton,396,10,3801.0
2538,A Steel Guitar And A Glass Of Wine,Paul Anka,364,10,15222.0
2539,Pretty Ballerina,The Left Banke,425,10,96867.0
2540,It's All Over Now,The Rolling Stones,496,10,673871.0
2541,Mandolins In The Moonlight,Perry Como,696,10,11181.0
2542,Bernadette,Four Tops,210,10,263265.0
2543,Point Of No Return,Gene McDaniels,428,10,3717.0
2544,Jesus Is A Soul Man,Lawrence Reynolds,468,10,144.0
2545,This Is My Country,The Impressions,448,10,31577.0
2546,It's Good News Week,Hedgehoppers Anonymous,650,10,22297.0
2547,Best Of Both Worlds,Lulu,501,10,2511.0
2548,Tragedy,Brian Hyland,679,10,2153.0
2549,Johnny Loves Me,Shelley Fabares,413,10,1554.0
2550,Every Day I Have To Cry,Steve Alaimo,641,10,2290.0
2551,Johnny Will,Pat Boone,537,10,3632.0
2552,Think,Aretha Franklin,186,10,1324084.0
2553,Josephine,Bill Black's Combo,349,10,471.0
2554,Travelin' Band/Who'll Stop The Rain,Creedence Clearwater Revival,146,10,0.0
2555,Ain't That Loving You Baby,Elvis Presley,319,10,37352.0
2556,Every Little Bit Hurts,Brenda Holloway,356,10,122068.0
2557,Iko Iko,The Dixie Cups,449,10,215260.0
2558,She's My Girl,The Turtles,322,10,65341.0
2559,Bust Out,The Busters,445,10,9855.0
2560,Got A Girl,The Four Preps,599,10,2886.0
2561,Lazy Summer Night,The Four Preps,435,10,707.0
2562,Goodnight My Love,Paul Anka,459,10,3030.0
2563,I Live For The Sun,The Sunrays,665,10,10492.0
2564,Leave Me Alone,Baby Washington,686,10,4342.0
2565,Small Sad Sam,Phil McLean,440,10,285.0
2566,Rip Van Winkle,The Devotions,627,10,3100.0
2567,Nobody But You Babe,Clarence Reid,508,10,23955.0
2568,Lazy River,Bobby Darin,387,10,43818.0
2569,You're Gonna Miss Me,Connie Francis,503,10,36333.0
2570,The Gypsy Rover,The Highwaymen,623,10,1654.0
2571,Got To Get You Off My Mind,Solomon Burke,463,10,100400.0
2572,Do It Again A Little Bit Slower,Jon & Robin And The In Crowd,389,10,92.0
2573,The Green Mosquito,The Tune Rockers,651,10,945.0
2574,Do It Again,The Beach Boys,388,10,350982.0
2575,I've Got You Under My Skin,The 4 Seasons Featuring the Sound of Frankie Valli,276,10,0.0
2576,You're Looking Good,Dee Clark,633,10,647.0
2577,She's Not You,Elvis Presley With The Jordanaires,179,10,360866.0
2578,Nobody Loves Me Like You,The Flamingos,560,10,3806.0
2579,If Dreams Came True,Pat Boone,406,10,1570.0
2580,Right Or Wrong,Ronnie Dove,346,10,1815.0
2581,The Last Time,The Rolling Stones,279,10,983909.0
2582,Love Walked In,Dinah Washington,534,10,6545.0
2583,Do You See My Love (For You Growing),Jr. Walker & The All Stars,480,10,2250.0
2584,Good Times,Sam Cooke,313,10,172195.0
2585,Do You Love Me,The Dave Clark Five,260,10,29654.0
2586,Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,705,10,2469.0
2587,The James Bond Theme,Billy Strange,729,10,2487.0
2588,C'est Si Bon (It's So Good),Conway Twitty,464,10,169.0
2589,The Jam - Part 1,Bobby Gregg and His Friends,472,10,0.0
2590,C'mon Marianne,The 4 Seasons Featuring the Sound of Frankie Valli,269,10,0.0
2591,Bad To Me,Billy J. Kramer With The Dakotas,280,10,2158.0
2592,The Impossible Dream (The Quest),Jack Jones,583,10,558.0
2593,Rock Me,Steppenwolf,252,10,176630.0
2594,The Good Life,Tony Bennett,385,10,218946.0
2595,You're No Good,Betty Everett,697,10,47296.0
2596,Ruby Ann,Marty Robbins,421,10,10995.0
2597,What Kind Of Love Is This,Joey Dee & the Starliters,368,10,1460.0
2598,Grizzly Bear,The Youngbloods,642,10,12897.0
2599,Groove Me,King Floyd,589,10,145675.0
2600,No Milk Today,Herman's Hermits,489,10,769811.0
2601,I Can Hear Music,The Beach Boys,433,10,339367.0
2602,You Win Again,Fats Domino,444,10,3894.0
2603,As If I Didn't Know,Adam Wade,318,10,3167.0
2604,"Mercy, Mercy",Don Covay & The Goodtimers,500,10,1433.0
2605,No Arms Can Ever Hold You,The Bachelors,504,10,4069.0
2606,I'm Ready For Love,Martha & The Vandellas,303,10,27336.0
2607,A Fool Never Learns,Andy Williams,280,10,4589.0
2608,You Were Only Fooling (While I Was Falling In Love),Vic Damone,562,10,250.0
2609,I'm On The Outside (Looking In),Little Anthony And The Imperials,317,10,8777.0
2610,The Crowd,Roy Orbison,458,10,61875.0
2611,The End Of Our Road,Gladys Knight And The Pips,309,10,14706.0
2612,Memphis Underground,Herbie Mann,668,10,39172.0
2613,Gotta Hold On To This Feeling,Jr. Walker & The All Stars,303,10,5384.0
2614,California Sun,The Rivieras,209,10,97255.0
2615,I've Been There,Tommy Edwards,662,10,1055.0
2616,The Girl On Page 44,The Four Lads,691,10,92.0
2617,Steal Away,Johnnie Taylor,553,10,20305.0
2618,No Pity (In The Naked City),Jackie Wilson,707,10,8669.0
2619,Rocka-Conga,The Applejacks,568,10,572.0
2620,Gravy (For My Mashed Potatoes),Dee Dee Sharp,239,10,14203.0
2621,What About Us,The Coasters,615,10,12234.0
2622,Born Free,The Hesitations,589,10,67.0
2623,I've Been Hurt,Bill Deal & The Rhondels,560,10,8050.0
2624,Call Me,Chris Montez,439,10,29350.0
2625,I Can Sing A Rainbow/Love Is Blue,The Dells,440,10,3307.0
2626,Rockin' In The Same Old Boat,Bobby Bland,670,10,3034.0
2627,Ronnie,The 4 Seasons Featuring the Sound of Frankie Valli,217,10,3.0
2628,Ding Dong! The Witch Is Dead,The Fifth Estate,353,10,2952.0
2629,Good News,Sam Cooke,347,10,5876.0
2630,Goodbye Baby (Baby Goodbye),Solomon Burke,501,10,17278.0
2631,Standing In The Shadows Of Love,Four Tops,197,10,254395.0
2632,Laugh At Me,Sonny,294,10,1774.0
2633,"O-O, I Love You",The Dells,706,10,437.0
2634,If I Were A Carpenter,Four Tops,415,10,82114.0
2635,The Mocking Bird,The Four Lads,535,10,2831.0
2636,Because,The Dave Clark Five,174,10,52190.0
2637,La Paloma,Billy Vaughn And His Orchestra,533,10,1765.0
2638,Oh Baby Don't You Weep (Part 1),James Brown And The Famous Flames,380,10,4.0
2639,Bad Man Blunder,The Kingston Trio,592,10,296.0
2640,Revenge,Brook Benton,410,10,3835.0
2641,Don't Fight It,Wilson Pickett,720,10,25312.0
2642,Oh Happy Day,The Edwin Hawkins' Singers Featuring: Dorothy Combs Morrison,204,10,0.0
2643,Giving Up,Gladys Knight And The Pips,597,10,12214.0
2644,Snatching It Back,Clarence Carter,529,10,104126.0
2645,Rhythm,Major Lance,502,10,7531.0
2646,So I Can Love You,The Emotions,570,10,36773.0
2647,Oh Well - Pt. I,Fleetwood Mac,651,10,287.0
2648,Go Where You Wanna Go,The 5th Dimension,400,10,14319.0
2649,I Can't Stop Dancing,Archie Bell & The Drells,285,10,22982.0
2650,(Do The New) Continental,The Dovells,605,10,59.0
2651,Birthday,Underground Sunshine,480,10,304.0
2652,Spreadin' Honey,The Watts 103rd St. Rhythm Band,825,10,6453.0
2653,Maybe I Know,Lesley Gore,374,10,57428.0
2654,So High So Low,LaVern Baker,641,10,494.0
2655,Don't Let Me Be Misunderstood,The Animals,416,10,1144828.0
2656,Ain't Gonna Lie,Keith,630,10,1807.0
2657,So Long Baby,Del Shannon,448,10,38913.0
2658,If You Go Away,Damita Jo,782,10,273.0
2659,Not Me,The Orlons,339,10,4880.0
2660,The Letter,The Arbors,496,10,1845.0
2661,We Got More Soul,Dyke And The Blazers,562,10,36918.0
2662,Last Chance To Turn Around,Gene Pitney,324,10,4859.0
2663,Don't Bring Me Down,The Animals,285,10,121989.0
2664,Does Your Mama Know About Me,Bobby Taylor & The Vancouvers,501,10,24833.0
2665,Ride Away,Roy Orbison,482,10,25688.0
2666,The Long And Winding Road/For You Blue,The Beatles,116,10,0.0
2667,Red River Rose,The Ames Brothers,510,10,70.0
2668,The Love I Saw In You Was Just A Mirage,Smokey Robinson & The Miracles,409,10,46240.0
2669,Doll House,Donnie Brooks,515,10,666.0
2670,Wait Til' My Bobby Gets Home,Darlene Love,490,10,9658.0
2671,May The Bird Of Paradise Fly Up Your Nose,Little Jimmy Dickens,422,10,21139.0
2672,If I Had A Girl,Rod Lauren,502,10,338.0
